index,Index,Label,unit,start,last,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
MPU0011072       ,MPU0011072       ,"Capital productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,80.662,73.781,76.19,79.338,80.936,86.023,84.132,90.382,89.053,91.632,96.606,96.543,99.685,100.886,100.736,104.54,110.457,110.748,106.248,98.165,101.294,105.388,112.636,113.342,106.965,100.0,106.282,104.666,107.479,115.408,113.195,109.553,108.286,118.053,
MPU0011073       ,MPU0011073       ,"Capital productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), % Change Year Ago",3,1988-A01,2020-A01,,-8.5,3.3,4.1,2.0,6.3,-2.2,7.4,-1.5,2.9,5.4,-0.1,3.3,1.2,-0.1,3.8,5.7,0.3,-4.1,-7.6,3.2,4.0,6.9,0.6,-5.6,-6.5,6.3,-1.5,2.7,7.4,-1.9,-3.2,-1.2,9.0,
MPU0011082       ,MPU0011082       ,"Capital intensity for Agriculture, forestry, fishery, and hunting (NAICS 11), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,77.945,81.783,82.785,87.389,86.708,86.628,88.845,78.955,74.61,75.949,77.085,80.113,83.538,83.058,89.275,86.17,87.672,91.46,95.887,103.458,102.28,95.428,95.33,94.957,97.463,100.0,107.064,101.829,92.749,89.528,92.352,95.512,94.703,97.764,
MPU0011083       ,MPU0011083       ,"Capital intensity for Agriculture, forestry, fishery, and hunting (NAICS 11), % Change Year Ago",3,1988-A01,2020-A01,,4.9,1.2,5.6,-0.8,-0.1,2.6,-11.1,-5.5,1.8,1.5,3.9,4.3,-0.6,7.5,-3.5,1.7,4.3,4.8,7.9,-1.1,-6.7,-0.1,-0.4,2.6,2.6,7.1,-4.9,-8.9,-3.5,3.2,3.4,-0.8,3.2,
MPU0011152       ,MPU0011152       ,"Contribution of capital intensity to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,90.507,92.287,92.732,94.752,94.477,94.444,95.33,91.36,89.612,90.156,90.639,91.854,93.154,92.973,95.301,94.204,94.761,96.318,98.165,101.076,100.658,98.301,98.269,98.145,99.067,100.0,102.592,100.641,97.289,96.108,97.13,98.294,98.0,99.142,
MPU0011153       ,MPU0011153       ,"Contribution of capital intensity to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), % Change Year Ago",3,1988-A01,2020-A01,,2.0,0.5,2.2,-0.3,0.0,0.9,-4.2,-1.9,0.6,0.5,1.3,1.4,-0.2,2.5,-1.2,0.6,1.6,1.9,3.0,-0.4,-2.3,0.0,-0.1,0.9,0.9,2.6,-1.9,-3.3,-1.2,1.1,1.2,-0.3,1.2,
MPU0011162       ,MPU0011162       ,"Contribution of information processing equipment (IPE) intensity to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,98.375,98.4,98.432,98.491,98.548,98.62,98.708,98.712,98.742,98.806,98.842,98.881,98.927,98.95,99.025,99.066,99.138,99.226,99.317,99.413,99.513,99.595,99.714,99.804,99.893,100.0,100.181,100.251,100.263,100.302,100.382,100.458,100.482,100.557,
MPU0011163       ,MPU0011163       ,"Contribution of information processing equipment (IPE) intensity to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), % Change Year Ago",3,1988-A01,2020-A01,,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.0,0.0,0.1,0.1,0.0,0.1,
MPU0011172       ,MPU0011172       ,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,92.12,93.903,94.318,96.302,95.956,95.84,96.632,92.599,90.795,91.277,91.723,92.906,94.177,93.982,96.265,95.12,95.61,97.092,98.854,101.676,101.149,98.699,98.547,98.334,99.171,100.0,102.407,100.39,97.036,95.819,96.758,97.84,97.523,98.586,
MPU0011173       ,MPU0011173       ,"Contribution of capital input excluding IPP and IPE intensity to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), % Change Year Ago",3,1988-A01,2020-A01,,1.9,0.4,2.1,-0.4,-0.1,0.8,-4.2,-1.9,0.5,0.5,1.3,1.4,-0.2,2.4,-1.2,0.5,1.6,1.8,2.9,-0.5,-2.4,-0.2,-0.2,0.9,0.8,2.4,-2.0,-3.3,-1.3,1.0,1.1,-0.3,1.1,
MPU0011182       ,MPU0011182       ,"Contribution of labor composition to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,97.959,98.194,98.394,98.605,98.705,98.68,99.055,98.88,98.929,99.105,99.099,99.131,99.295,99.342,99.545,99.475,99.729,100.036,100.079,100.178,100.285,100.34,100.154,100.091,99.941,100.0,100.226,100.119,99.947,99.978,99.973,100.266,100.326,99.975,
MPU0011183       ,MPU0011183       ,"Contribution of labor composition to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), % Change Year Ago",3,1988-A01,2020-A01,,0.2,0.2,0.2,0.1,0.0,0.4,-0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.2,-0.1,0.3,0.3,0.0,0.1,0.1,0.1,-0.2,-0.1,-0.1,0.1,0.2,-0.1,-0.2,0.0,0.0,0.3,0.1,-0.3,
MPU0011202       ,MPU0011202       ,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,99.897,99.901,99.908,99.919,99.93,99.944,99.963,99.968,99.973,99.982,99.99,99.998,99.997,99.985,99.98,99.976,99.977,99.981,99.988,99.998,100.003,100.003,100.005,100.004,100.002,100.0,100.0,99.999,99.998,99.999,100.002,100.006,100.007,100.008,
MPU0011203       ,MPU0011203       ,"Contribution of intellectual property products (IPP) excluding R&D intensity to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), % Change Year Ago",3,1988-A01,2020-A01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
MPU0011512       ,MPU0011512       ,"Real sectoral output for Agriculture, forestry, fishery, and hunting (NAICS 11), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,76.163,73.078,76.745,79.74,80.459,84.714,82.603,89.713,86.584,87.904,92.547,92.791,95.513,96.495,96.229,95.893,99.774,102.92,103.782,102.235,102.588,101.05,103.114,103.603,102.423,100.0,109.037,108.007,109.015,115.147,114.54,112.627,111.444,121.887,
MPU0011513       ,MPU0011513       ,"Real sectoral output for Agriculture, forestry, fishery, and hunting (NAICS 11), % Change Year Ago",3,1988-A01,2020-A01,,-4.1,5.0,3.9,0.9,5.3,-2.5,8.6,-3.5,1.5,5.3,0.3,2.9,1.0,-0.3,-0.3,4.0,3.2,0.8,-1.5,0.3,-1.5,2.0,0.5,-1.1,-2.4,9.0,-0.9,0.9,5.6,-0.5,-1.7,-1.1,9.4,
MPU0011552       ,MPU0011552       ,"Energy input for Agriculture, forestry, fishery, and hunting (NAICS 11), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,97.763,110.9,121.735,136.808,143.508,148.915,149.245,140.172,140.343,118.886,136.469,155.279,176.509,136.849,136.338,149.069,136.423,142.333,133.857,114.638,135.066,120.366,112.158,106.493,110.76,100.0,103.51,96.925,86.877,94.037,105.067,103.828,106.056,109.658,
MPU0011553       ,MPU0011553       ,"Energy input for Agriculture, forestry, fishery, and hunting (NAICS 11), % Change Year Ago",3,1988-A01,2020-A01,,13.4,9.8,12.4,4.9,3.8,0.2,-6.1,0.1,-15.3,14.8,13.8,13.7,-22.5,-0.4,9.3,-8.5,4.3,-6.0,-14.4,17.8,-10.9,-6.8,-5.1,4.0,-9.7,3.5,-6.4,-10.4,8.2,11.7,-1.2,2.1,3.4,
MPU0011562       ,MPU0011562       ,"Materials input for Agriculture, forestry, fishery, and hunting (NAICS 11), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,75.685,87.851,84.55,87.968,98.341,100.412,119.86,112.241,142.927,124.006,124.259,125.687,131.805,121.274,121.522,106.516,114.646,106.359,98.149,89.124,103.847,96.982,90.422,100.191,105.901,100.0,104.47,95.635,91.177,98.331,101.646,97.833,102.323,113.244,
MPU0011563       ,MPU0011563       ,"Materials input for Agriculture, forestry, fishery, and hunting (NAICS 11), % Change Year Ago",3,1988-A01,2020-A01,,16.1,-3.8,4.0,11.8,2.1,19.4,-6.4,27.3,-13.2,0.2,1.1,4.9,-8.0,0.2,-12.3,7.6,-7.2,-7.7,-9.2,16.5,-6.6,-6.8,10.8,5.7,-5.6,4.5,-8.5,-4.7,7.8,3.4,-3.8,4.6,10.7,
MPU0011572       ,MPU0011572       ,"Services Input for Agriculture, forestry, fishery, and hunting (NAICS 11), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,107.321,107.42,104.415,101.575,96.983,91.728,95.436,97.922,101.977,98.031,97.642,101.244,101.355,89.286,95.372,94.694,90.694,89.802,89.522,89.259,100.78,103.802,98.673,98.264,95.911,100.0,98.538,102.918,99.332,102.204,98.054,87.791,91.846,92.907,
MPU0011573       ,MPU0011573       ,"Services Input for Agriculture, forestry, fishery, and hunting (NAICS 11), % Change Year Ago",3,1988-A01,2020-A01,,0.1,-2.8,-2.7,-4.5,-5.4,4.0,2.6,4.1,-3.9,-0.4,3.7,0.1,-11.9,6.8,-0.7,-4.2,-1.0,-0.3,-0.3,12.9,3.0,-4.9,-0.4,-2.4,4.3,-1.5,4.4,-3.5,2.9,-4.1,-10.5,4.6,1.2,
MPU0011611       ,MPU0011611       ,"Sectoral output, billions of current dollars for Agriculture, forestry, fishery, and hunting (NAICS 11), Levels",1,1987-A01,2020-A01,149.014,154.06,166.979,172.96,167.837,177.584,181.739,193.162,188.803,207.044,209.018,202.356,204.28,208.624,214.245,198.416,224.74,253.639,255.357,247.634,285.686,309.391,277.39,300.248,354.134,360.968,400.846,393.25,359.465,344.28,349.633,346.359,348.192,393.58,
MPU0011621       ,MPU0011621       ,"Capital costs, billions of current dollars for Agriculture, forestry, fishery, and hunting (NAICS 11), Levels",1,1987-A01,2020-A01,64.045,58.642,68.312,66.984,59.958,69.815,62.834,72.468,58.006,77.147,72.799,69.278,67.29,72.034,72.815,62.344,82.659,102.195,102.263,91.312,101.595,101.35,85.108,102.056,133.855,126.964,159.557,144.684,128.485,114.849,121.54,124.975,119.83,151.293,
MPU0011631       ,MPU0011631       ,"Labor costs, billions of current dollars for Agriculture, forestry, fishery, and hunting (NAICS 11), Levels",1,1987-A01,2020-A01,28.158,31.164,32.073,36.115,34.289,35.785,38.313,38.835,38.177,42.071,41.676,40.62,43.47,45.797,46.498,43.883,45.579,52.18,47.506,47.876,53.732,53.896,53.654,52.577,53.166,59.571,62.645,60.752,59.477,61.099,63.123,61.524,62.323,69.808,
MPU0011641       ,MPU0011641       ,"Energy costs, billions of current dollars for Agriculture, forestry, fishery, and hunting (NAICS 11), Levels",1,1987-A01,2020-A01,3.955,4.427,5.289,6.585,6.689,6.749,6.762,6.259,6.348,5.951,6.908,6.895,8.437,8.584,8.78,8.845,9.476,11.276,13.608,12.972,16.572,18.37,13.002,14.237,17.872,16.552,17.075,16.61,11.207,10.62,12.986,14.401,13.971,12.867,
MPU0011651       ,MPU0011651       ,"Materials costs, billions of current dollars for Agriculture, forestry, fishery, and hunting (NAICS 11), Levels",1,1987-A01,2020-A01,16.03,20.611,21.186,22.935,27.52,27.014,32.011,31.802,40.197,35.462,39.413,35.708,34.531,35.423,36.591,34.408,38.606,38.326,39.009,40.718,50.602,66.9,60.064,64.586,78.755,81.471,84.522,84.109,78.328,77.761,76.533,77.313,78.904,83.973,
MPU0011661       ,MPU0011661       ,"Services costs, billions of current dollars for Agriculture, forestry, fishery, and hunting (NAICS 11), Levels",1,1987-A01,2020-A01,36.826,39.216,40.119,40.341,39.381,38.22,41.818,43.799,46.075,46.412,48.222,49.855,50.552,46.786,49.562,48.936,48.42,49.661,52.97,54.755,63.186,68.876,65.561,66.792,70.486,76.411,77.047,87.095,81.968,79.952,75.451,68.146,73.164,75.638,
MPU0011671       ,MPU0011671       ,"Capital share for Agriculture, forestry, fishery, and hunting (NAICS 11), Levels",1,1987-A01,2020-A01,0.43,0.381,0.409,0.387,0.357,0.393,0.346,0.375,0.307,0.373,0.348,0.342,0.329,0.345,0.34,0.314,0.368,0.403,0.4,0.369,0.356,0.328,0.307,0.34,0.378,0.352,0.398,0.368,0.357,0.334,0.348,0.361,0.344,0.384,
MPU0011681       ,MPU0011681       ,"Labor share for Agriculture, forestry, fishery, and hunting (NAICS 11), Levels",1,1987-A01,2020-A01,0.189,0.202,0.192,0.209,0.204,0.202,0.211,0.201,0.202,0.203,0.199,0.201,0.213,0.22,0.217,0.221,0.203,0.206,0.186,0.193,0.188,0.174,0.193,0.175,0.15,0.165,0.156,0.154,0.165,0.177,0.181,0.178,0.179,0.177,
MPU0011691       ,MPU0011691       ,"Energy share for Agriculture, forestry, fishery, and hunting (NAICS 11), Levels",1,1987-A01,2020-A01,0.027,0.029,0.032,0.038,0.04,0.038,0.037,0.032,0.034,0.029,0.033,0.034,0.041,0.041,0.041,0.045,0.042,0.044,0.053,0.052,0.058,0.059,0.047,0.047,0.05,0.046,0.043,0.042,0.031,0.031,0.037,0.042,0.04,0.033,
MPU0011701       ,MPU0011701       ,"Materials share for Agriculture, forestry, fishery, and hunting (NAICS 11), Levels",1,1987-A01,2020-A01,0.108,0.134,0.127,0.133,0.164,0.152,0.176,0.165,0.213,0.171,0.189,0.176,0.169,0.17,0.171,0.173,0.172,0.151,0.153,0.164,0.177,0.216,0.217,0.215,0.222,0.226,0.211,0.214,0.218,0.226,0.219,0.223,0.227,0.213,
MPU0011711       ,MPU0011711       ,"Services share for Agriculture, forestry, fishery, and hunting (NAICS 11), Levels",1,1987-A01,2020-A01,0.247,0.255,0.24,0.233,0.235,0.215,0.23,0.227,0.244,0.224,0.231,0.246,0.247,0.224,0.231,0.247,0.215,0.196,0.207,0.221,0.221,0.223,0.236,0.222,0.199,0.212,0.192,0.221,0.228,0.232,0.216,0.197,0.21,0.192,
MPU0011742       ,MPU0011742       ,"Contribution of energy intensity to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,99.895,100.245,100.513,101.122,101.323,101.502,101.619,100.943,100.827,100.405,100.884,101.442,102.106,101.024,101.314,101.724,101.477,101.725,101.407,100.643,101.651,100.879,100.743,100.486,100.579,100.0,100.342,99.825,99.147,99.333,99.766,99.789,99.836,100.062,
MPU0011743       ,MPU0011743       ,"Contribution of energy intensity to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), % Change Year Ago",3,1988-A01,2020-A01,,0.4,0.3,0.6,0.2,0.2,0.1,-0.7,-0.1,-0.4,0.5,0.6,0.7,-1.1,0.3,0.4,-0.2,0.2,-0.3,-0.8,1.0,-0.8,-0.1,-0.3,0.1,-0.6,0.3,-0.5,-0.7,0.2,0.4,0.0,0.0,0.2,
MPU0011762       ,MPU0011762       ,"Contribution of materials intensity to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,93.162,94.856,94.326,95.508,97.145,97.596,100.941,97.649,101.517,99.379,99.706,100.559,102.179,100.679,101.982,99.784,101.63,100.631,99.372,98.048,100.926,99.291,98.76,100.919,101.695,100.0,101.904,98.828,96.219,97.436,98.529,98.084,98.866,101.734,
MPU0011763       ,MPU0011763       ,"Contribution of materials intensity to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), % Change Year Ago",3,1988-A01,2020-A01,,1.8,-0.6,1.3,1.7,0.5,3.4,-3.3,4.0,-2.1,0.3,0.9,1.6,-1.5,1.3,-2.2,1.8,-1.0,-1.3,-1.3,2.9,-1.6,-0.5,2.2,0.8,-1.7,1.9,-3.0,-2.6,1.3,1.1,-0.5,0.8,2.9,
MPU0011772       ,MPU0011772       ,"Contribution of services intensity to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,97.401,97.43,96.637,97.297,96.32,95.303,96.755,94.5,94.604,94.421,94.685,96.313,97.415,94.455,97.503,97.457,97.221,97.301,97.19,97.376,100.391,100.724,100.599,100.448,99.507,100.0,100.566,100.307,97.821,98.038,97.502,95.654,96.348,97.128,
MPU0011773       ,MPU0011773       ,"Contribution of services intensity to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), % Change Year Ago",3,1988-A01,2020-A01,,0.0,-0.8,0.7,-1.0,-1.1,1.5,-2.3,0.1,-0.2,0.3,1.7,1.1,-3.0,3.2,0.0,-0.2,0.1,-0.1,0.2,3.1,0.3,-0.1,-0.2,-0.9,0.5,0.6,-0.3,-2.5,0.2,-0.5,-1.9,0.7,0.8,
MPU0011782       ,MPU0011782       ,"Contribution of intermediate inputs intensity to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,90.662,92.656,91.633,93.98,94.814,94.416,99.25,93.153,96.823,94.209,95.235,98.242,101.627,96.064,100.735,98.915,100.26,99.601,97.936,96.086,102.989,100.889,100.09,101.863,101.78,100.0,102.831,98.955,93.318,94.884,95.84,93.622,95.099,98.874,
MPU0011783       ,MPU0011783       ,"Contribution of intermediate inputs intensity to labor productivity for Agriculture, forestry, fishery, and hunting (NAICS 11), % Change Year Ago",3,1988-A01,2020-A01,,2.2,-1.1,2.6,0.9,-0.4,5.1,-6.1,3.9,-2.7,1.1,3.2,3.4,-5.5,4.9,-1.8,1.4,-0.7,-1.7,-1.9,7.2,-2.0,-0.8,1.8,-0.1,-1.7,2.8,-3.8,-5.7,1.7,1.0,-2.3,1.6,4.0,
MPU0021012       ,MPU0021012       ,"Total factor productivity for Mining (NAICS 21), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,79.572,85.306,83.645,83.295,84.462,84.367,85.891,90.526,93.657,90.074,92.186,95.253,96.483,87.234,92.209,98.239,92.178,91.875,87.132,91.547,98.026,94.864,101.634,95.928,94.946,100.0,102.774,109.417,115.363,115.275,121.219,123.552,129.238,124.113,
MPU0021013       ,MPU0021013       ,"Total factor productivity for Mining (NAICS 21), % Change Year Ago",3,1988-A01,2020-A01,,7.2,-1.9,-0.4,1.4,-0.1,1.8,5.4,3.5,-3.8,2.3,3.3,1.3,-9.6,5.7,6.5,-6.2,-0.3,-5.2,5.1,7.1,-3.2,7.1,-5.6,-1.0,5.3,2.8,6.5,5.4,-0.1,5.2,1.9,4.6,-4.0,
MPU0021032       ,MPU0021032       ,"Combined inputs for Mining (NAICS 21), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,91.543,88.377,89.136,91.982,89.747,87.627,85.057,82.247,78.694,82.932,84.626,82.751,79.953,86.93,85.812,77.122,80.059,82.005,83.874,82.004,83.35,88.107,79.352,84.503,91.62,100.0,105.627,114.145,102.461,87.409,90.07,102.834,106.298,90.783,
MPU0021033       ,MPU0021033       ,"Combined inputs for Mining (NAICS 21), % Change Year Ago",3,1988-A01,2020-A01,,-3.5,0.9,3.2,-2.4,-2.4,-2.9,-3.3,-4.3,5.4,2.0,-2.2,-3.4,8.7,-1.3,-10.1,3.8,2.4,2.3,-2.2,1.6,5.7,-9.9,6.5,8.4,9.1,5.6,8.1,-10.2,-14.7,3.0,14.2,3.4,-14.6,
MPU0021042       ,MPU0021042       ,"Capital input for Mining (NAICS 21), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,106.937,105.602,104.346,103.374,101.97,101.051,99.684,99.728,100.056,100.168,100.242,100.209,99.566,98.476,97.654,95.971,94.007,93.102,92.357,92.464,94.03,96.272,95.911,95.395,97.185,100.0,102.768,105.333,106.817,105.628,103.967,103.54,104.035,103.839,
MPU0021043       ,MPU0021043       ,"Capital input for Mining (NAICS 21), % Change Year Ago",3,1988-A01,2020-A01,,-1.2,-1.2,-0.9,-1.4,-0.9,-1.4,0.0,0.3,0.1,0.1,0.0,-0.6,-1.1,-0.8,-1.7,-2.0,-1.0,-0.8,0.1,1.7,2.4,-0.4,-0.5,1.9,2.9,2.8,2.5,1.4,-1.1,-1.6,-0.4,0.5,-0.2,
MPU0021052       ,MPU0021052       ,"Labor input for Mining (NAICS 21), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,80.744,80.455,81.86,82.566,79.855,74.522,72.308,73.223,69.134,68.859,70.544,69.034,62.762,61.482,62.487,57.752,55.849,59.994,63.852,70.775,76.871,80.763,73.467,76.369,90.358,100.0,100.16,107.657,99.536,83.279,78.113,83.907,88.307,75.131,
MPU0021053       ,MPU0021053       ,"Labor input for Mining (NAICS 21), % Change Year Ago",3,1988-A01,2020-A01,,-0.4,1.7,0.9,-3.3,-6.7,-3.0,1.3,-5.6,-0.4,2.4,-2.1,-9.1,-2.0,1.6,-7.6,-3.3,7.4,6.4,10.8,8.6,5.1,-9.0,4.0,18.3,10.7,0.2,7.5,-7.5,-16.3,-6.2,7.4,5.2,-14.9,
MPU0021062       ,MPU0021062       ,"Labor productivity for Mining (NAICS 21), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,90.54,94.551,92.727,92.702,94.513,101.449,104.523,106.059,109.189,108.11,109.007,113.562,123.18,121.512,123.008,128.963,128.589,121.597,107.898,99.226,98.924,98.033,107.88,102.48,93.699,100.0,108.671,116.922,125.166,132.864,143.449,153.476,162.352,164.047,
MPU0021063       ,MPU0021063       ,"Labor productivity for Mining (NAICS 21), % Change Year Ago",3,1988-A01,2020-A01,,4.4,-1.9,0.0,2.0,7.3,3.0,1.5,3.0,-1.0,0.8,4.2,8.5,-1.4,1.2,4.8,-0.3,-5.4,-11.3,-8.0,-0.3,-0.9,10.0,-5.0,-8.6,6.7,8.7,7.6,7.1,6.2,8.0,7.0,5.8,1.0,
MPU0021072       ,MPU0021072       ,"Capital productivity for Mining (NAICS 21), Indexes = 100.000",Index base: 2012 = 100,1987-A01,2020-A01,68.117,71.391,71.452,74.116,74.339,73.159,73.288,74.658,73.661,74.575,77.824,78.659,77.477,77.006,81.027,78.945,78.502,80.924,79.129,81.191,86.893,86.818,84.087,84.975,89.509,100.0,105.633,118.57,110.659,95.392,105.017,122.71,132.049,108.507,
