"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-02",101.1646,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-03",101.0008,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-04",100.8474,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-05",100.7678,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-06",100.7367,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-07",100.7189,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-08",100.7011,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-09",100.7093,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-10",100.7953,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-11",100.9974,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-12",101.2228,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-01",101.3365,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-02",101.2264,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-03",100.98,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-04",100.6953,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-05",100.4277,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-06",100.1746,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-07",99.91502,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-08",99.63506,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-09",99.35905,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-10",99.13,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-11",98.98602,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-12",98.88976,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-01",98.80081,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-02",98.70042,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-03",98.60891,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-04",98.56532,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-05",98.59818,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-06",98.64834,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-07",98.63455,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-08",98.50166,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-09",98.33271,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-10",98.24941,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-11",98.34847,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-12",98.5524,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-01",98.7653,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-02",98.9239,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-03",99.03945,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-04",99.13315,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-05",99.21439,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-06",99.28104,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-07",99.32314,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-08",99.34125,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-09",99.38924,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-10",99.55178,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-11",99.89185,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-12",100.2837,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-01",100.5558,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-02",100.5819,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-03",100.4918,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-04",100.4577,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-05",100.5962,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-06",100.8145,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-07",100.9674,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-08",100.9342,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-09",100.7602,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-10",100.4898,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-11",100.138,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-12",99.76088,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-01",99.41271,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-02",99.13028,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-03",98.8873,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-04",98.65772,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-05",98.43965,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-06",98.26577,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-07",98.19784,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-08",98.27698,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-09",98.368,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-10",98.28151,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-11",97.88412,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-12",97.38617,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-01",97.08173,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-02",97.18924,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-03",97.49857,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-04",97.72413,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-05",97.6561,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-06",97.39547,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-07",97.0778,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-08",96.78944,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-09",96.54094,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-10",96.33625,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-11",96.20211,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-12",96.17362,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-01",96.34344,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-02",96.80529,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-03",97.39913,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-04",97.92911,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-05",98.24938,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-06",98.41386,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-07",98.48561,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-08",98.50208,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-09",98.53301,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-10",98.65948,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-11",98.93854,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-12",99.27224,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-01",99.53105,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-02",99.62261,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-03",99.63541,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-04",99.68905,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-05",99.86335,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-06",100.0866,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-07",100.2473,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-08",100.2574,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-09",100.1775,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-10",100.0863,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-11",100.0394,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-12",100.0402,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-01",100.091,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-02",100.1965,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-03",100.3181,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-04",100.4061,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-05",100.4175,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-06",100.3663,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-07",100.2587,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-08",100.09,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-09",99.89934,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-10",99.73195,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-11",99.62464,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-12",99.56729,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-01",99.52971,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-02",99.43845,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-03",99.28152,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-04",99.28008,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-05",99.30761,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-06",99.26687,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-07",99.23685,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-08",99.12445,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-09",99.01646,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-10",98.75533,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-11",98.31548,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-12",97.91689,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-01",97.88805,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-02",97.87062,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-03",97.65314,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-04",97.42995,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-05",97.28086,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-06",97.07234,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-07",96.88834,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-08",96.93024,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-09",96.97645,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-10",96.89047,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-11",96.86993,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-12",96.91538,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-01",97.01183,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-02",96.77476,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-03",96.15858,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-04",95.68032,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-05",95.64055,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-06",96.0919,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-07",96.74469,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-08",97.45461,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-09",98.05288,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-10",98.30717,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-11",98.18187,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-12",97.75816,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-01",97.58744,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-02",97.47833,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-03",97.59304,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-04",97.95283,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-05",98.26958,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-06",98.37757,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-07",98.43987,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-08",98.41109,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-09",98.10928,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-10",97.66046,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-11",97.25053,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-12",97.19843,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-01",97.31957,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-02",97.21956,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-03",97.07178,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-04",97.11378,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-05",97.19131,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-06",97.18586,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-07",97.20549,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-08",97.34877,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-09",97.64489,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-10",97.91039,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-11",97.97624,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-12",97.97241,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-01",98.08757,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-02",98.54608,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-03",99.29164,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-04",100.0922,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-05",100.6262,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-06",100.7954,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-07",100.7544,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-08",100.5937,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-09",100.4614,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-10",100.4691,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-11",100.6897,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-12",101.0694,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-01",101.4489,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-02",101.5989,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-03",101.6326,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-04",101.4936,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-05",101.4046,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-06",101.3493,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-07",101.4301,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-08",101.574,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-09",101.5998,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-10",101.4091,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-11",101.2026,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-12",101.0532,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-01",101.0325,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-02",100.9838,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-03",100.9594,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-04",100.9606,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-05",100.9617,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-06",101.0302,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-07",100.9493,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-08",100.7806,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-09",100.6091,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-10",100.4977,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-11",100.6182,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-12",100.8664,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-01",101.0768,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-02",101.1771,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-03",101.2056,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-04",101.2514,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-05",101.3186,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-06",101.4279,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-07",101.3617,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-08",101.1585,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-09",100.9645,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-10",100.861,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-11",100.6558,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-12",100.4836,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-01",100.4472,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-02",100.4813,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-03",100.5638,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-04",100.6539,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-05",100.6912,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-06",100.7728,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-07",100.889,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-08",100.8943,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-09",100.6872,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-10",100.2986,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-11",99.99132,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-12",100.0719,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-01",100.3664,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-02",100.6359,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-03",100.8185,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-04",100.8675,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-05",100.9712,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-06",101.0477,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-07",101.1238,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-08",101.2459,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-09",101.2287,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-10",101.0703,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-11",100.9557,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-12",100.9857,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-01",101.1445,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-02",101.1217,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-03",100.9586,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-04",100.7355,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-05",100.5874,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-06",100.5512,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-07",100.6065,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-08",100.6987,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-09",100.8713,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-10",100.8518,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-11",100.7108,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-12",100.6266,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-01",100.6236,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-02",100.6031,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-03",100.6815,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-04",100.741,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-05",100.5936,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-06",100.2693,
