index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2
CUUSD000SACL11   ,CUUSD000SACL11   ,"Commodities less food and beverages in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.3,103.5,104.2,105.4,101.9,99.7,101.1,104.0,105.5,107.6,110.5,111.5,114.3,118.7,119.2,120.2,121.0,123.1,123.8,124.4,124.3,126.7,128.2,129.0,130.7,131.8,132.3,131.5,130.1,130.4,131.8,134.6,137.8,138.3,139.3,135.8,133.8,135.0,136.0,134.6,137.4,139.6,143.6,149.3,150.1,149.3,150.04,152.802,159.331,155.567,144.72,152.601,156.58,156.656,166.225,168.904,171.389,169.614,169.731,169.451,171.005,167.753,158.61,157.993,154.071,155.226,156.569,156.039
CUUSD000SACL1E   ,CUUSD000SACL1E   ,"Commodities less food and energy commodities in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,103.3,105.5,106.8,107.5,108.0,108.8,109.4,111.7,114.4,116.7,118.8,119.5,122.6,124.3,127.4,129.2,131.0,132.6,134.0,134.9,135.5,137.1,139.0,140.1,141.1,141.5,142.4,142.1,142.6,143.7,145.1,145.3,146.1,145.8,146.7,145.6,144.6,144.1,142.9,141.1,141.0,141.4,143.6,143.2,143.6,142.8,142.61,143.035,143.421,143.109,144.794,147.928,149.768,149.367,150.215,153.282,154.267,153.735,154.036,155.124,155.625,156.123,156.436,156.725,156.388,155.312,155.349,153.085
CUUSD000SAD      ,CUUSD000SAD      ,"Durables in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,104.0,106.3,107.1,106.6,106.9,106.8,107.9,109.4,110.5,111.6,112.9,113.0,114.2,114.4,116.0,116.7,118.2,119.6,120.3,122.2,123.5,125.9,128.8,129.3,130.5,130.4,130.4,128.5,128.3,127.2,126.7,126.0,126.3,125.8,125.5,123.2,121.3,120.3,119.1,116.1,115.7,116.8,118.7,117.4,117.2,115.8,114.776,114.608,114.705,113.206,112.632,114.76,116.412,116.109,117.61,119.12,119.694,118.947,119.219,119.792,119.248,118.941,119.125,118.53,117.402,115.419,114.838,112.901
CUUSD000SAE      ,CUUSD000SAE      ,"Education and communication in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,100.4,99.8,100.4,100.7,101.9,103.3,105.6,106.7,109.2,109.1,110.9,111.8,113.8,114.4,115.8,117.4,121.0,122.054,124.142,124.864,128.886,129.492,131.59,132.012,134.615,135.266,138.339,140.382,141.502,142.556,144.637,145.455,145.843,145.9,147.287,147.999,146.16,143.709,143.622
CUUSD000SAEC     ,CUUSD000SAEC     ,"Education and communication commodities in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.105,97.981,96.784,95.62,94.557,91.663,91.182,91.54,93.013,91.511,91.472,89.944,87.913,89.01,88.711,86.938
CUUSD000SAES     ,CUUSD000SAES     ,"Education and communication services in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.029,102.352,103.037,105.76,107.604,108.898,109.847,111.566,112.077,112.613,112.667,114.062,115.009,113.209,111.108,111.333
CUUSD000SAF      ,CUUSD000SAF      ,"Food and beverages in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,103.2,104.3,105.4,106.0,107.1,109.4,111.5,113.1,115.2,118.4,121.7,124.7,129.2,131.2,134.0,133.9,134.3,134.8,136.6,138.1,139.9,141.7,143.1,144.4,147.3,151.6,153.2,154.4,155.9,157.7,159.1,161.4,164.4,166.2,168.2,170.0,171.5,172.2,175.1,177.3,181.4,185.1,187.7,188.9,191.5,194.0,198.594,203.419,209.162,216.83,217.67,216.865,218.068,218.276,223.95,229.452,232.66,233.873,236.588,237.973,241.356,246.34,248.318,250.157,249.838,249.703,251.402,252.533
CUUSD000SAF1     ,CUUSD000SAF1     ,"Food in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,103.2,104.3,105.3,105.9,106.9,109.4,111.5,113.2,115.3,118.6,122.0,125.0,129.6,131.6,133.8,133.4,133.8,134.2,136.0,137.5,139.2,141.1,142.5,143.9,146.8,151.1,152.7,154.0,155.4,157.5,158.7,161.1,164.0,165.8,167.8,169.5,171.0,171.7,174.6,176.8,181.0,184.8,187.3,188.7,191.2,193.7,198.351,203.336,209.245,217.122,217.621,216.88,217.894,217.881,223.815,229.569,232.759,233.968,236.727,238.15,241.778,247.015,248.997,250.9,250.336,250.114,251.606,252.698
CUUSD000SAF11    ,CUUSD000SAF11    ,"Food at home in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.8,103.3,103.9,103.7,104.7,107.2,109.7,111.0,112.9,116.5,120.3,123.5,128.5,130.3,132.5,131.4,131.3,131.5,133.5,135.0,136.8,138.8,140.2,141.5,144.6,149.6,150.9,152.0,153.3,155.4,156.8,158.8,161.5,163.3,165.9,167.2,167.7,168.1,170.6,173.5,178.0,181.6,183.2,183.9,185.5,187.7,193.306,198.811,205.685,213.76,212.166,209.874,211.396,212.061,218.828,225.569,228.202,228.701,230.679,230.822,234.683,240.977,241.302,242.17,238.767,236.668,236.852,236.993
CUUSD000SAF116   ,CUUSD000SAF116   ,"Alcoholic beverages in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,103.1,104.6,106.0,108.4,110.1,110.8,111.8,112.4,114.1,115.7,117.7,120.0,123.5,125.9,137.4,140.0,141.7,143.5,146.0,147.1,149.3,150.1,151.2,152.7,155.9,158.5,160.2,160.5,162.1,159.8,163.4,165.4,169.4,171.6,175.5,176.8,178.2,179.7,182.9,184.9,187.9,190.5,192.8,191.7,196.1,198.5,201.518,204.293,207.468,212.032,217.917,216.177,220.303,223.998,225.569,227.082,230.479,231.74,233.691,234.397,233.689,234.658,236.565,237.375,240.616,241.712,246.295,247.975
CUUSD000SAG      ,CUUSD000SAG      ,"Other goods and services in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,105.5,108.0,110.7,114.2,117.2,120.5,123.0,126.4,130.2,135.8,140.1,144.6,150.8,158.4,164.8,170.2,174.9,179.9,184.5,186.8,187.9,190.0,196.2,201.0,206.0,211.2,216.4,222.4,229.7,243.0,257.6,263.8,271.6,275.3,282.1,289.1,294.1,297.8,298.9,303.9,306.9,308.6,315.2,320.8,327.5,331.3,336.809,343.401,351.238,357.485,377.773,397.605,405.325,408.125,413.805,420.871,426.301,431.876,436.599,441.085,445.869,447.319,452.716,455.497,466.767,473.894,477.824,481.391
CUUSD000SAGC     ,CUUSD000SAGC     ,"Other goods in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.262,102.086,103.331,104.7,105.681,106.841,107.388,107.682,108.94,109.182,110.044,111.3,113.436,113.924,114.712,114.973
CUUSD000SAGS     ,CUUSD000SAGS     ,"Other personal services in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.3,101.83,103.487,105.788,107.62,109.31,111.299,113.476,114.592,115.117,117.12,117.056,120.882,124.582,125.85,127.675
CUUSD000SAH      ,CUUSD000SAH      ,"Housing in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.0,103.8,105.2,107.3,108.3,108.6,109.8,110.8,112.5,114.2,115.6,117.3,120.1,123.6,125.0,126.7,127.8,129.5,131.5,133.5,135.6,137.6,140.3,142.9,146.1,148.1,149.5,150.8,152.2,153.0,154.2,155.5,157.0,159.6,162.2,162.9,163.5,165.6,167.0,167.4,168.7,170.7,172.6,176.3,179.3,182.8,184.709,187.401,191.399,195.27,195.752,194.187,193.417,194.155,195.63,196.34,198.877,201.515,202.887,204.407,207.6,210.813,213.48,216.422,218.66,222.256,224.456,227.323
CUUSD000SAH1     ,CUUSD000SAH1     ,"Shelter in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.9,104.0,105.8,109.1,111.5,113.1,114.9,116.3,118.7,120.7,123.1,125.5,128.6,133.3,134.9,137.1,138.7,140.8,144.3,146.6,149.5,152.6,157.2,160.6,164.1,167.1,168.9,170.8,173.0,174.0,176.8,177.4,179.4,181.2,183.1,185.0,186.7,189.3,191.0,190.6,191.8,193.5,195.4,197.5,200.3,205.7,208.053,210.829,214.312,217.176,219.538,217.103,216.512,217.369,218.886,218.827,223.109,226.39,228.022,229.089,232.969,237.632,242.508,246.791,251.44,256.27,259.959,263.308
CUUSD000SAH2     ,CUUSD000SAH2     ,"Fuels and utilities in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,104.1,105.6,106.7,107.9,105.5,102.8,103.3,104.3,104.1,105.4,105.8,106.9,109.9,112.4,113.2,115.0,115.0,117.4,117.4,119.3,120.6,121.5,120.5,122.6,126.1,126.9,127.5,128.8,130.1,131.7,129.5,134.3,135.0,143.7,150.5,148.5,146.6,149.6,152.7,158.2,159.0,164.4,167.6,182.9,188.7,191.3,193.14,198.604,207.645,219.942,209.712,210.216,208.85,213.064,216.169,221.502,218.212,221.522,222.706,229.184,233.579,236.131,232.601,234.865,230.856,235.623,236.081,239.997
CUUSD000SAH21    ,CUUSD000SAH21    ,"Household energy in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,103.8,103.9,103.4,103.9,99.4,94.5,95.9,96.9,96.3,97.6,96.4,97.3,99.2,101.3,101.2,101.2,101.5,104.2,103.5,104.8,105.2,106.1,103.5,106.4,107.4,109.8,109.8,109.8,109.4,110.2,107.3,112.0,112.6,121.5,128.6,125.9,123.5,125.9,128.9,133.9,134.2,139.5,142.2,157.6,163.1,165.4,166.214,171.408,179.84,190.313,178.411,177.503,175.758,178.693,181.479,186.332,182.268,183.63,183.585,189.364,193.252,195.313,190.741,191.62,186.53,190.827,190.607,194.233
CUUSD000SAH3     ,CUUSD000SAH3     ,"Household furnishings and operations in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.2,102.3,103.3,104.0,105.2,105.8,106.5,106.4,108.5,109.9,109.9,110.1,112.0,113.5,114.7,115.5,116.2,116.1,116.0,117.2,117.9,118.5,120.0,121.4,123.6,124.1,125.2,125.1,124.4,123.3,123.2,122.9,123.6,123.0,123.1,123.2,122.6,121.9,121.0,119.7,121.9,122.4,123.3,122.4,124.1,122.4,122.712,123.143,125.763,127.387,129.333,128.931,127.802,125.503,125.763,125.69,127.026,127.124,127.925,127.168,127.426,126.599,126.937,126.192,125.361,124.428,123.202,124.028
CUUSD000SAH31    ,CUUSD000SAH31    ,"Household furnishings and supplies in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.223,97.182,97.272,97.082,98.114,98.099,98.763,97.994,98.036,96.972,96.972,95.91,94.923,93.991,92.997,93.17
CUUSD000SAM      ,CUUSD000SAM      ,"Medical care in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,105.9,107.9,110.7,114.3,119.2,123.5,128.2,131.0,134.5,138.5,143.4,148.9,156.5,163.9,170.6,176.7,182.9,187.6,192.9,197.8,202.8,208.0,213.9,217.6,220.8,224.2,227.6,229.8,234.1,238.6,243.4,246.6,250.1,253.5,261.1,266.3,273.9,280.1,285.2,290.2,298.9,305.1,315.1,319.5,326.9,332.7,339.414,346.383,353.957,356.215,363.101,369.04,375.818,378.396,386.093,390.685,399.696,404.102,411.183,414.569,422.717,426.398,435.308,439.951,454.065,455.481,458.991,463.911
CUUSD000SAM1     ,CUUSD000SAM1     ,"Medical care commodities in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,105.5,109.2,113.7,117.6,121.3,124.7,127.8,131.6,136.3,142.3,146.1,151.5,157.7,162.7,172.8,179.9,184.3,187.7,192.2,196.8,199.8,200.3,202.6,205.8,209.1,210.4,213.8,215.0,217.0,223.3,228.2,232.1,233.9,236.6,242.4,248.7,252.3,255.4,256.9,258.0,263.2,267.2,271.7,275.9,281.6,285.9,282.608,290.927,296.598,299.952,306.593,310.438,316.516,319.321,325.257,330.075,328.127,326.047,317.614,321.443,332.6,339.276,348.066,355.447,360.886,361.17,370.882,375.361
CUUSD000SAM2     ,CUUSD000SAM2     ,"Medical care services in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,105.9,107.6,110.2,113.7,118.9,123.3,128.3,130.8,133.9,137.4,142.6,148.1,156.1,164.2,169.9,175.8,182.5,187.6,193.1,198.1,203.6,210.2,217.0,220.9,224.0,228.0,231.4,233.9,238.9,242.8,247.5,250.4,254.6,258.1,266.3,271.1,280.2,287.6,294.1,300.5,310.6,317.7,329.8,334.3,342.2,348.5,359.12,365.517,373.88,375.626,382.516,389.285,396.272,398.709,407.067,411.488,425.1,432.232,445.881,449.031,455.632,457.911,466.719,470.058,487.611,489.475,490.425,495.477
CUUSD000SAN      ,CUUSD000SAN      ,"Nondurables in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.2,102.9,103.8,105.3,102.7,102.0,103.9,106.7,108.7,111.7,115.4,117.7,121.9,126.8,128.0,128.6,129.0,130.6,131.8,132.4,132.6,134.7,135.6,136.8,139.3,142.3,143.5,144.1,143.5,145.2,147.5,151.7,156.3,157.8,159.9,158.3,158.2,160.3,163.3,164.4,169.6,173.1,177.5,184.9,187.3,188.5,192.083,197.576,207.818,207.728,195.496,203.159,207.426,207.805,220.894,225.513,229.269,228.211,229.384,229.36,232.924,231.744,222.293,222.792,218.918,221.667,224.5,225.777
CUUSD000SANL1    ,CUUSD000SANL1    ,"Nondurables less food in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.3,101.8,102.3,104.8,98.9,95.5,97.0,100.8,102.5,105.4,109.2,110.9,114.9,122.0,122.4,123.7,124.1,126.5,127.3,127.2,126.2,128.5,129.1,130.1,132.2,134.2,135.1,135.1,132.8,134.3,137.5,143.2,149.0,150.3,152.5,148.1,146.6,149.8,153.0,153.2,159.0,162.3,168.1,180.1,182.4,182.7,185.296,191.106,204.346,198.606,177.486,191.021,197.374,198.007,215.614,219.415,223.633,221.004,221.052,220.016,223.642,217.653,199.713,199.153,192.858,197.877,201.719,203.129
CUUSD000SANL11   ,CUUSD000SANL11   ,"Nondurables less food and beverages in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.2,101.6,102.1,104.6,98.3,94.8,96.3,100.3,102.0,104.9,108.9,110.6,114.6,122.0,121.7,123.0,123.3,125.8,126.4,126.2,125.1,127.4,128.0,129.0,131.0,133.0,133.8,133.9,131.4,133.1,136.2,142.0,147.9,149.1,151.3,146.8,145.1,148.4,151.6,151.7,157.7,161.1,167.0,179.8,182.0,182.1,184.735,190.748,204.539,198.27,175.756,190.083,196.535,197.035,215.358,219.262,223.502,220.71,220.68,219.57,223.443,217.1,198.149,197.518,190.74,196.006,199.818,201.217
CUUSD000SANL113  ,CUUSD000SANL113  ,"Nondurables less food, beverages, and apparel in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.3,101.2,101.8,104.3,96.7,91.7,95.2,99.4,100.1,103.3,108.0,110.9,114.3,123.7,122.2,123.3,122.8,125.9,126.2,125.6,124.3,127.2,128.3,129.1,133.0,136.4,137.5,137.3,133.6,135.7,140.4,149.2,158.3,161.1,163.7,158.8,157.2,162.6,168.4,169.6,179.7,185.4,192.9,211.4,215.9,216.2,220.066,229.794,252.163,243.329,208.413,229.205,238.61,240.002,268.72,270.671,275.987,272.191,271.761,268.561,274.227,264.127,236.371,235.302,225.716,232.877,238.223,243.707
CUUSD000SANL13   ,CUUSD000SANL13   ,"Nondurables less food and apparel in Size Class D (under 50,000), all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.4,101.4,102.0,104.5,97.4,92.9,96.2,100.0,100.8,103.9,108.3,111.1,114.5,123.4,122.9,124.1,123.8,126.8,127.3,126.7,125.8,128.4,129.6,130.4,134.3,137.5,138.7,138.5,135.2,137.1,141.7,150.1,159.1,161.8,164.5,159.9,158.2,163.4,169.0,170.2,179.8,185.3,192.4,209.5,213.8,214.3,218.059,227.176,248.07,240.217,208.321,227.44,236.483,238.009,264.952,266.868,272.074,268.591,268.302,265.344,270.484,261.19,235.593,234.659,226.009,232.651,237.914,243.067
