index,Index,Label,unit,start,last,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
CUUR0000SAF115   ,CUUR0000SAF115   ,"Other food at home in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.3,29.8,30.7,32.9,34.3,34.6,36.7,47.8,55.4,56.4,68.4,73.6,79.0,88.4,94.9,97.3,99.5,103.1,105.7,109.4,110.5,113.1,119.1,123.4,127.3,128.8,130.5,135.6,140.8,142.9,147.3,150.8,153.5,155.6,159.6,160.8,162.6,164.9,167.0,169.6,173.275,184.166,191.22,191.124,197.358,204.844,204.812,206.158,209.334,209.523,209.865,210.22,211.093,217.325,222.875
CUUR0000SAF116   ,CUUR0000SAF116   ,"Alcoholic beverages in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.6,40.6,40.5,41.0,42.1,42.0,42.4,43.1,43.3,43.4,43.8,44.2,44.6,45.4,46.4,48.0,49.7,52.1,54.2,55.4,56.8,61.1,65.9,68.1,70.0,74.1,79.9,86.4,92.5,96.7,100.4,103.0,106.4,111.1,114.1,118.6,123.5,129.3,142.8,147.3,149.6,151.5,153.9,158.5,162.8,165.7,169.7,174.7,179.3,183.6,187.2,192.1,195.9,200.7,207.026,214.484,220.751,223.291,226.685,230.8,234.623,237.305,239.53,242.526,245.419,249.134,252.542,257.246,262.829
CUUR0000SEFA     ,CUUR0000SEFA     ,"Cereals and cereal products in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.3,74.0,84.2,93.5,97.5,99.4,103.2,107.2,110.4,113.9,122.5,133.8,141.1,147.5,153.3,157.9,164.8,167.1,168.9,169.5,171.5,175.0,175.9,178.7,181.8,185.2,186.2,186.7,187.3,194.684,214.403,221.765,217.639,227.164,232.919,232.69,232.863,234.083,231.228,227.683,226.633,227.613,231.787,235.802
CUUR0000SEFA01   ,CUUR0000SEFA01   ,"Flour and prepared flour mixes in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.9,83.6,91.7,97.3,98.8,99.3,101.9,105.4,106.6,107.6,110.7,120.2,125.2,125.7,132.6,132.4,134.8,140.8,151.6,156.3,159.1,160.9,160.2,164.3,171.0,178.4,177.8,179.6,182.2,191.583,225.83,231.79,223.801,240.064,252.895,252.721,249.798,246.003,240.906,236.439,237.527,235.478,238.326,243.899
CUUR0000SEFA02   ,CUUR0000SEFA02   ,"Breakfast cereal in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.8,66.6,76.3,86.9,94.8,99.9,105.3,111.3,117.3,124.1,132.9,147.9,158.6,168.1,175.4,183.3,190.6,192.5,190.0,187.5,189.9,195.2,198.0,199.7,203.0,204.3,203.5,203.6,199.9,205.014,212.149,217.745,215.189,223.415,228.107,227.752,228.825,229.784,227.242,224.739,220.66,221.819,224.751,230.401
CUUR0000SEFA03   ,CUUR0000SEFA03   ,"Rice, pasta, cornmeal in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.1,78.1,90.9,101.3,100.7,98.5,100.7,102.1,102.2,101.7,114.4,120.0,122.0,126.5,128.3,129.7,139.7,140.2,144.2,148.8,150.5,151.9,150.7,154.6,155.8,160.3,164.5,165.3,171.4,181.421,218.763,229.9,224.406,234.088,239.384,239.427,238.133,241.647,239.11,234.257,236.233,238.024,243.947,245.514
CUUR0000SEFB     ,CUUR0000SEFB     ,"Bakery products in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,75.2,83.8,91.9,96.1,99.6,104.2,108.2,111.1,115.0,121.8,131.5,139.2,144.7,150.4,155.7,161.9,167.4,176.1,181.1,185.4,189.4,194.1,201.3,206.1,211.7,216.2,220.5,226.4,236.633,261.026,268.906,267.956,277.95,286.583,291.489,292.532,296.603,296.866,296.83,299.298,304.81,312.064,319.92
CUUR0000SEFB01   ,CUUR0000SEFB01   ,"Bread in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.1,103.8,107.4,112.5,115.4,118.5,121.1,126.2,130.4,140.094,160.559,162.576,159.759,168.673,173.391,176.765,176.423,178.654,178.453,178.285,179.352,184.134,190.673,194.519
CUUR0000SEFB02   ,CUUR0000SEFB02   ,"Fresh biscuits, rolls, muffins in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,105.3,107.5,111.5,114.6,118.1,121.5,124.8,129.7,136.456,151.815,154.895,153.88,163.975,167.77,171.557,171.989,176.086,175.896,175.626,178.649,180.113,184.042,190.205
CUUR0000SEFB03   ,CUUR0000SEFB03   ,"Cakes, cupcakes, and cookies in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1978-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.5,73.0,81.5,90.9,95.6,99.4,105.0,110.2,113.4,118.3,125.0,134.5,142.7,151.1,155.6,159.3,165.1,169.1,174.1,179.2,181.2,185.0,187.9,192.0,196.7,202.8,206.4,209.8,214.2,221.742,239.896,250.671,251.663,255.964,266.214,270.993,273.523,278.789,281.581,282.71,287.462,291.213,294.918,302.66
CUUR0000SEFB04   ,CUUR0000SEFB04   ,"Other bakery products in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1978-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.7,74.6,82.8,90.7,95.4,99.6,105.1,110.3,114.7,119.1,124.4,133.4,140.9,146.8,151.8,157.8,162.7,168.3,176.5,180.2,184.3,186.7,191.5,199.1,203.0,207.3,211.8,211.4,215.5,220.479,236.523,245.947,247.075,253.076,260.41,263.465,264.819,266.435,265.381,264.884,264.674,269.862,275.91,282.816
CUUR0000SEFC     ,CUUR0000SEFC     ,"Beef and veal in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,11.6,11.1,12.5,11.6,11.9,12.1,13.0,14.5,14.6,13.9,13.9,17.7,25.1,30.4,28.3,31.2,36.5,36.2,28.5,27.4,27.1,26.7,28.7,33.4,34.4,33.5,33.0,34.2,33.8,32.8,34.4,36.2,36.4,37.9,41.7,43.5,45.5,49.7,59.6,61.3,61.9,59.9,59.5,73.1,93.1,98.4,99.2,100.6,99.1,100.3,98.2,98.8,106.3,112.1,119.3,128.8,132.4,132.3,137.1,136.0,134.9,134.5,136.8,136.5,139.2,148.1,160.5,160.6,175.1,195.3,200.4,202.1,211.06,220.586,218.273,224.511,247.377,263.089,268.326,300.724,322.504,302.062,298.399,302.592,307.362,336.98,368.383
CUUR0000SEFC01   ,CUUR0000SEFC01   ,"Uncooked ground beef in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1943-M02,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.4,17.5,17.5,21.8,28.0,35.8,32.7,36.2,42.8,40.8,29.8,26.8,26.1,25.5,27.8,35.0,36.3,34.7,34.0,34.7,34.2,33.4,35.0,38.0,38.3,39.9,44.3,47.0,48.4,52.7,66.6,67.5,62.3,61.6,60.2,76.2,101.7,104.6,102.6,102.1,99.4,98.4,95.9,94.9,100.2,103.4,108.6,118.1,119.9,118.9,121.7,119.7,116.1,114.3,116.4,116.1,118.4,125.2,135.5,138.1,149.2,166.3,175.1,176.3,184.28,196.436,198.469,203.635,226.679,242.701,246.767,275.982,295.321,268.171,266.63,268.177,269.257,296.163,310.402
CUUR0000SEFC02   ,CUUR0000SEFC02   ,"Uncooked beef roasts in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,101.1,108.1,118.7,117.6,129.3,142.3,146.5,145.6,154.365,160.7,158.0,163.334,180.798,190.902,196.722,223.718,238.607,224.511,221.426,226.849,235.252,264.031,294.007
CUUR0000SEFC03   ,CUUR0000SEFC03   ,"Uncooked beef steaks in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,102.3,109.1,118.1,116.6,127.6,144.7,145.1,146.1,151.817,155.301,150.065,153.264,166.451,177.001,179.878,199.945,214.645,206.19,201.094,203.703,207.405,224.679,251.665
CUUR0000SEFC04   ,CUUR0000SEFC04   ,"Uncooked other beef and veal in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.1,99.6,106.6,112.9,112.7,123.6,130.9,131.9,137.9,142.998,150.909,151.201,160.184,176.702,184.948,190.727,217.866,237.096,229.885,232.083,240.956,246.878,269.625,303.762
CUUR0000SEFD     ,CUUR0000SEFD     ,"Pork in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,15.4,15.2,15.7,14.2,13.1,11.8,14.7,17.7,17.7,16.5,16.6,21.8,31.8,32.8,30.3,29.9,31.7,31.4,35.0,36.1,31.0,29.5,33.9,36.2,32.2,32.0,33.5,33.8,32.9,32.8,37.3,42.7,39.1,39.2,42.7,45.4,41.1,47.6,63.3,63.0,77.1,78.1,73.9,83.4,84.7,81.9,89.5,101.0,100.1,98.8,99.1,107.2,116.0,112.5,113.2,129.8,134.1,127.8,131.7,133.9,134.8,148.2,155.9,148.5,145.9,156.5,162.4,161.8,164.9,174.2,177.7,177.3,180.912,185.034,181.366,189.957,206.053,206.612,208.557,227.634,218.726,209.863,211.07,210.187,212.681,226.011,245.483
CUUR0000SEFD01   ,CUUR0000SEFD01   ,"Bacon, breakfast sausage, and related products in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.6,96.3,108.2,112.0,112.9,116.1,123.1,122.7,123.1,127.438,128.039,127.702,133.498,147.12,148.154,153.299,165.127,156.629,154.445,160.015,158.501,160.603,166.643,183.445
CUUR0000SEFD02   ,CUUR0000SEFD02   ,"Ham in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1978-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.0,88.1,85.5,90.8,100.6,101.0,98.3,99.8,107.4,115.8,116.5,117.3,132.4,139.9,135.6,137.9,139.3,139.6,149.2,156.3,150.0,147.0,152.7,157.3,160.0,161.9,166.0,175.9,175.8,177.557,182.7,182.013,188.43,200.627,202.6,204.695,220.332,215.633,202.259,201.745,199.538,204.777,215.466,223.219
CUUR0000SEFD03   ,CUUR0000SEFD03   ,"Pork chops in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1939-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,11.1,13.6,16.5,16.1,15.0,15.0,19.6,29.2,31.3,30.1,30.4,32.1,32.4,34.2,35.6,32.8,32.5,35.9,38.1,35.4,35.8,36.7,37.5,36.7,37.0,40.9,44.9,42.4,43.3,47.3,49.1,45.5,52.4,65.6,65.8,77.8,77.3,76.0,84.2,87.0,82.9,91.0,100.5,99.6,99.9,98.7,109.5,120.5,118.8,122.7,140.2,141.7,138.9,144.6,144.2,144.2,153.0,155.2,146.8,143.5,152.2,159.0,156.0,160.9,170.4,170.2,167.8,170.165,174.611,168.362,175.416,188.201,189.344,187.744,205.412,197.342,189.268,183.691,188.637,189.275,207.9,221.506
CUUR0000SEFD04   ,CUUR0000SEFD04   ,"Other pork including roasts, steaks, and ribs in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.7,93.5,97.9,101.9,99.2,99.2,107.3,111.5,111.5,113.155,117.852,112.591,120.031,130.343,128.557,126.146,142.465,137.591,128.797,126.564,125.406,125.79,137.449,153.769
CUUR0000SEFE     ,CUUR0000SEFE     ,"Other meats in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1953-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,29.6,27.7,27.1,29.4,33.1,33.0,32.2,32.3,32.6,32.4,32.5,34.3,37.8,37.5,38.0,40.6,43.5,43.3,46.5,57.9,59.7,63.2,66.9,66.5,78.3,89.8,93.2,97.2,100.1,99.7,100.1,100.8,103.4,109.9,112.8,116.0,126.8,131.5,131.7,133.8,137.0,139.0,144.0,148.1,146.8,148.2,152.0,156.4,161.9,166.0,173.4,177.5,180.7,184.822,190.588,194.901,194.787,207.31,210.862,210.701,218.966,227.961,225.807,223.781,222.867,224.86,234.749,241.45
CUUR0000SEFF     ,CUUR0000SEFF     ,"Poultry in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,36.3,38.4,39.9,39.7,35.6,36.0,38.8,46.6,55.5,57.3,58.7,66.0,69.6,77.1,72.7,69.6,73.0,73.2,71.4,64.5,67.1,58.8,57.3,56.7,51.6,52.5,47.4,50.1,49.3,48.2,49.7,52.4,49.1,50.6,53.5,53.2,53.5,54.2,76.0,72.1,79.7,76.4,76.9,84.9,89.1,93.7,97.5,95.8,97.0,107.3,106.2,114.2,112.6,120.7,132.7,132.5,131.5,131.4,136.9,141.5,143.5,152.4,156.6,157.1,157.9,159.8,164.9,167.0,169.1,181.7,185.3,182.0,191.36,200.901,204.22,203.978,209.916,221.381,231.744,236.314,237.251,230.941,231.332,232.077,231.492,244.446,256.929
CUUR0000SEFF01   ,CUUR0000SEFF01   ,"Chicken in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.4,101.8,102.5,105.5,107.6,108.9,118.2,120.6,117.6,124.363,130.727,132.622,131.821,134.25,140.754,148.246,151.667,152.141,147.513,148.556,150.268,149.907,157.347,165.657
CUUR0000SEFF02   ,CUUR0000SEFF02   ,"Other uncooked poultry including turkey in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2022-M02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,101.6,104.9,108.8,108.2,109.5,113.1,115.0,116.3,119.535,125.131,128.306,130.603,139.86,150.622,154.277,155.8,156.971,155.393,152.117,147.093,146.64,159.072,165.967
CUUR0000SEFG     ,CUUR0000SEFG     ,"Fish and seafood in U.S. city average, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1935-M01,2022-M02,,,,,,,,,,,,,,,,,,,,,,,6.1,6.2,6.3,6.4,6.3,6.9,7.8,10.2,13.0,13.0,13.6,14.8,17.0,19.6,19.7,19.4,22.1,21.5,20.7,20.9,20.4,20.4,20.7,22.1,22.5,22.5,23.0,24.0,23.9,23.4,24.1,25.6,26.5,26.9,28.4,31.3,34.5,37.6,43.1,49.7,53.9,60.2,66.7,73.0,80.1,87.5,94.8,98.2,99.3,102.5,107.5,117.4,129.9,137.4,143.6,146.7,148.3,151.7,156.6,163.7,171.6,173.1,177.1,181.7,185.3,190.4,191.1,188.1,190.0,194.3,200.1,209.5,219.087,232.122,240.556,243.229,260.493,266.652,273.256,289.007,286.308,284.233,287.676,293.767,298.493,308.232,324.857
