index,Index,Label,unit,start,last,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2
CUUSA311SAD      ,CUUSA311SAD      ,"Durables in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,99.9,99.5,99.1,97.7,98.0,97.6,96.9,96.0,95.1,95.2,94.9,92.4,91.7,91.2,91.0,90.1,89.7,88.8,88.38,87.06299999999996,87.03200000000002,85.68,85.635,85.649,86.006,85.811,85.015,85.65700000000002,84.72200000000002,83.81,83.98299999999998,83.66799999999998,83.241,82.348,81.092,80.28,79.984,78.382,78.633,76.699
CUUSA311SAE      ,CUUSA311SAE      ,"Education and communication in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,100.4,102.3,102.0,103.1,103.3,104.7,106.3,109.6,110.5,112.5,112.6,112.6,112.4,113.9,115.4,118.5,120.7,123.8,123.29799999999999,126.613,127.079,130.22299999999998,131.188,133.407,135.196,137.44799999999998,136.922,139.373,140.767,142.273,142.691,143.73,144.694,147.832,147.792,152.488,153.137,151.996,150.851,151.688
CUUSA311SAEC     ,CUUSA311SAEC     ,"Education and communication commodities in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,99.176,97.999,96.324,95.081,92.012,89.969,91.993,91.281,88.01899999999998,85.249,83.059,83.706,78.767,78.705,77.70100000000002,78.214
CUUSA311SAES     ,CUUSA311SAES     ,"Education and communication services in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,100.791,102.74600000000001,102.48,104.604,106.066,107.544,107.661,108.602,109.79799999999999,112.789,113.041,116.89200000000001,118.079,117.13,116.301,116.936
CUUSA311SAF      ,CUUSA311SAF      ,"Food and beverages in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1996.11=100,1997-S01,2017-S03,99.9,100.4,101.5,101.7,103.1,103.2,104.8,106.2,107.8,109.6,111.4,112.1,113.2,115.9,119.3,120.7,121.8,124.0,125.6,126.8,129.151,132.142,134.82299999999998,138.88299999999998,139.64700000000002,139.329,139.372,140.33,144.41,146.45,147.982,148.858,150.132,150.94799999999995,153.055,154.25,155.30200000000005,156.014,156.377,156.863,157.53,158.675
CUUSA311SAF1     ,CUUSA311SAF1     ,"Food in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1996.11=100,1997-S01,2017-S03,99.7,100.2,101.4,101.6,103.1,103.1,104.9,106.3,107.9,109.5,111.3,112.2,113.2,116.3,119.9,121.2,122.3,124.8,126.2,127.6,129.844,133.07299999999998,135.921,140.31799999999998,141.092,140.495,140.72299999999998,141.66,145.957,148.134,149.661,150.57,151.653,152.333,154.50799999999995,155.68200000000004,156.636,157.407,157.792,158.298,158.903,160.207
CUUSA311SAF11    ,CUUSA311SAF11    ,"Food at home in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,100.5,99.5,100.9,100.7,102.1,103.2,105.2,107.1,109.1,109.5,110.0,114.2,118.3,119.8,119.9,123.1,123.3,124.0,126.992,129.086,132.817,137.072,136.53799999999998,135.126,135.018,135.51,140.947,143.976,145.268,144.832,145.316,145.548,147.637,148.063,148.3,148.613,147.904,146.489,146.632,147.056
CUUSA311SAF116   ,CUUSA311SAF116   ,"Alcoholic beverages in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.11=100,1998-S01,2017-S03,,,100.5,100.2,100.3,101.1,102.3,102.8,105.0,107.6,109.3,108.6,110.5,108.8,110.3,111.6,112.5,111.5,113.9,114.1,116.662,117.353,118.376,118.929,119.571,122.03299999999999,120.257,121.39,123.15799999999999,123.779,125.52600000000001,126.00200000000001,129.501,131.921,133.031,134.401,136.43,136.514,136.548,136.755,138.27,137.234
CUUSA311SAG      ,CUUSA311SAG      ,"Other goods and services in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1996.11=100,1997-S01,2017-S03,101.5,103.8,105.6,107.7,112.6,116.8,119.9,121.5,121.6,127.2,130.7,134.6,134.8,135.3,136.1,137.8,138.6,142.2,142.2,143.5,147.483,149.151,153.864,155.026,161.72899999999996,164.857,167.582,167.71400000000003,168.956,171.54,173.65400000000002,173.87400000000005,175.645,176.576,178.41099999999997,179.898,177.61700000000005,179.13299999999995,178.667,179.141,178.199,178.47
CUUSA311SAGC     ,CUUSA311SAGC     ,"Other goods in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,99.036,97.26100000000001,98.105,99.729,100.71600000000001,100.757,102.37100000000001,102.432,103.338,104.72,100.62700000000001,101.485,100.024,98.941,96.604,96.698
CUUSA311SAGS     ,CUUSA311SAGS     ,"Other personal services in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,102.075,103.522,104.198,105.70700000000001,107.165,107.374,107.97,108.95200000000001,110.227,110.726,111.541,112.493,113.09700000000001,114.414,115.18299999999999,115.4
CUUSA311SAH      ,CUUSA311SAH      ,"Housing in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1996.11=100,1997-S01,2017-S03,100.6,101.3,101.7,104.5,104.4,106.6,107.2,110.6,111.9,114.2,115.9,118.7,120.6,122.7,124.3,127.5,129.6,131.8,134.0,138.8,141.059,144.856,147.993,151.304,151.828,152.411,151.689,153.049,154.041,155.52700000000004,157.351,159.64,160.58100000000005,162.007,163.418,165.157,166.753,168.46200000000005,170.05599999999995,171.207,172.41400000000004,173.737
CUUSA311SAH1     ,CUUSA311SAH1     ,"Shelter in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,102.4,104.4,105.4,107.0,108.4,110.7,113.7,116.1,119.4,122.1,124.3,126.6,128.7,131.3,134.8,136.2,139.6,143.9,147.08100000000005,148.614,151.87,154.129,156.064,156.828,156.632,158.655,160.776,162.8,165.697,168.167,169.892,170.90400000000002,172.9,175.28900000000004,178.084,179.89700000000005,182.18599999999998,183.157,184.43,185.985
CUUSA311SAH2     ,CUUSA311SAH2     ,"Fuels and utilities in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,100.8,110.4,102.6,113.6,105.7,120.0,110.3,113.7,105.6,112.5,112.4,118.7,114.2,127.4,123.7,140.3,134.9,149.6,144.826,175.783,180.36700000000002,197.445,184.084,188.96599999999998,183.635,183.99099999999999,179.581,181.25400000000002,175.989,178.774,177.05700000000004,187.523,186.273,185.476,181.942,186.608,187.31599999999997,193.41299999999998,196.19400000000002,197.547
CUUSA311SAH21    ,CUUSA311SAH21    ,"Household energy in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,102.7,111.4,103.8,115.0,108.5,119.9,112.3,114.3,105.4,112.5,112.1,118.5,114.9,127.0,124.0,140.1,136.6,150.7,149.118,180.955,185.399,204.42700000000002,190.88400000000001,192.204,181.669,183.986,178.916,178.84599999999998,174.112,173.91400000000004,172.61700000000005,181.955,180.16299999999998,177.30200000000005,173.34599999999998,176.05599999999995,176.44099999999997,181.99599999999998,184.952,186.053
CUUSA311SAH3     ,CUUSA311SAH3     ,"Household furnishings and operations in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,102.1,103.5,103.6,101.5,103.0,104.7,105.4,105.2,105.9,107.5,108.7,107.5,108.6,107.5,105.9,103.6,102.3,101.9,102.145,100.60700000000001,100.611,101.00299999999999,102.63600000000001,100.46799999999999,98.97200000000001,97.272,94.484,93.50299999999999,93.60799999999999,93.706,93.083,91.25299999999999,90.21799999999999,89.583,89.37799999999999,88.926,87.60600000000002,86.859,86.805,86.91
CUUSA311SAH31    ,CUUSA311SAH31    ,"Household furnishings and supplies in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,99.163,97.488,94.723,93.601,93.895,93.48200000000001,92.209,89.939,88.449,87.281,86.676,86.21799999999998,84.971,83.39399999999998,82.969,81.67
CUUSA311SAM      ,CUUSA311SAM      ,"Medical care in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1996.11=100,1997-S01,2017-S03,102.1,102.2,104.0,104.9,106.4,107.3,109.4,110.0,110.8,111.2,114.2,115.6,117.5,119.6,120.8,122.7,125.6,127.5,130.5,128.5,131.303,136.382,140.278,141.303,142.148,143.328,148.322,150.709,154.1,155.968,160.236,162.959,166.34599999999998,170.637,171.52599999999995,171.239,176.352,180.673,183.083,184.62,188.361,189.40599999999998
CUUSA311SAN      ,CUUSA311SAN      ,"Nondurables in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,100.8,100.4,101.7,103.8,107.1,108.2,109.3,109.6,109.2,110.5,112.3,113.5,116.0,118.1,120.6,125.9,127.5,127.6,130.135,133.16299999999998,139.356,140.361,133.097,136.74,138.316,138.275,147.947,148.662,151.275,151.004,151.204,151.351,152.835,151.263,146.498,145.68,144.971,147.124,148.018,149.59
CUUSA311SANL1    ,CUUSA311SANL1    ,"Nondurables less food in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,100.9,100.1,101.0,105.3,110.3,111.0,111.5,110.4,108.0,109.5,112.2,111.5,113.1,116.0,119.9,128.0,129.5,128.7,131.311,134.18200000000002,143.489,141.356,126.697,134.259,137.063,136.159,150.629,150.065,153.592,152.303,151.747,151.431,152.332,148.255,138.311,136.053,134.399,138.153,139.335,141.18200000000004
CUUSA311SANL11   ,CUUSA311SANL11   ,"Nondurables less food and beverages in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,100.9,100.1,101.1,105.8,111.2,111.9,112.2,110.7,107.8,109.6,112.3,111.7,113.3,116.3,120.4,129.3,130.9,129.8,132.524,135.634,145.79,143.38299999999995,127.20100000000001,135.269,138.515,137.41299999999998,153.108,152.43200000000004,156.075,154.644,153.768,153.232,154.105,149.502,138.414,135.93200000000002,134.072,138.086,139.24200000000002,141.30200000000005
CUUSA311SAR      ,CUUSA311SAR      ,"Recreation in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,101.3,101.5,102.5,103.0,103.8,103.6,104.5,105.9,107.1,106.5,110.7,111.4,111.0,110.8,110.9,111.8,113.6,115.1,116.324,115.39200000000001,117.307,117.598,115.94,117.50399999999999,117.436,115.68799999999999,115.37100000000001,113.88,115.081,114.55799999999999,115.59700000000001,116.83,117.17,117.154,118.851,118.367,119.51899999999999,117.29899999999999,114.12299999999999,114.566
CUUSA311SAS      ,CUUSA311SAS      ,"Services in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,101.7,104.0,104.4,106.6,107.3,110.2,111.7,114.2,116.2,118.6,120.8,123.0,124.3,127.5,129.9,132.6,135.1,139.0,141.325,145.062,148.165,151.334,151.75,153.542,154.181,156.019,157.553,159.499,161.753,164.17700000000005,165.69799999999995,168.09400000000005,169.917,171.62900000000005,173.87599999999995,176.051,178.12099999999995,179.145,180.50900000000001,182.31799999999998
CUUSA311SASL2RS  ,CUUSA311SASL2RS  ,"Services less rent of shelter in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,101.0,103.5,103.6,106.2,106.1,109.7,109.7,112.2,112.8,115.1,117.1,119.3,119.4,123.3,124.5,129.3,130.3,133.7,134.414,141.518,144.376,148.904,147.224,150.78,152.339,154.019,154.705,156.711,158.17600000000004,160.35299999999995,161.852,165.893,167.273,168.021,169.91,172.516,174.363,175.375,176.828,178.864
CUUSA311SASL5    ,CUUSA311SASL5    ,"Services less medical care services in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,101.7,104.1,104.5,106.8,107.4,110.4,111.9,114.6,116.5,119.1,121.2,123.4,124.7,128.0,130.4,133.1,135.6,140.0,142.208,145.775,148.817,152.14700000000005,152.55700000000004,154.385,154.665,156.475,157.886,159.87,161.95600000000005,164.33700000000005,165.71599999999995,167.925,169.813,171.766,173.675,175.56599999999997,177.542,178.437,179.648,181.53
CUUSA311SAT      ,CUUSA311SAT      ,"Transportation in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1996.11=100,1997-S01,2017-S03,100.4,100.2,98.6,98.2,98.7,102.0,106.3,108.3,108.8,106.6,104.8,106.7,108.9,108.4,110.8,113.8,117.5,124.7,126.7,125.0,126.806,129.797,138.864,134.937,119.073,130.019,134.989,136.205,148.641,149.955,152.213,151.83,153.9,154.361,156.993,151.5,142.727,140.043,137.673,138.70600000000002,142.41899999999995,143.151
CUUSA311SAT1     ,CUUSA311SAT1     ,"Private transportation in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,98.3,97.9,97.9,101.5,105.8,107.4,108.1,105.7,103.6,106.0,108.3,107.4,110.1,113.5,117.6,125.1,127.0,125.3,127.435,130.167,138.83100000000002,134.543,118.626,129.697,134.904,135.535,148.63,149.87,152.033,151.465,152.781,152.4,155.007,149.756,139.627,137.622,135.179,136.97799999999998,140.666,141.058
CUUSA311SATCLTB  ,CUUSA311SATCLTB  ,"Transportation commodities less motor fuel in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,100.037,100.459,101.26,104.119,103.295,102.86,103.78299999999999,104.963,105.73100000000001,105.37,104.505,103.307,104.06,102.193,103.09,100.63600000000001
CUUSA311SEFV     ,CUUSA311SEFV     ,"Food away from home in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.11=100,1998-S01,2017-S03,,,100.9,102.5,104.2,104.7,106.6,108.2,109.8,111.1,112.4,113.9,115.8,117.8,119.7,121.3,123.0,125.2,127.6,130.0,131.43,135.264,137.703,142.16899999999995,143.623,143.964,145.093,146.207,148.751,150.47,152.692,155.71200000000005,157.56799999999996,158.453,160.40200000000004,162.439,164.528,165.86700000000005,167.68900000000005,170.765,171.977,174.43400000000003
CUUSA311SEHA     ,CUUSA311SEHA     ,"Rent of primary residence in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1996.11=100,1997-S01,2017-S03,100.1,100.6,102.0,103.7,105.1,106.9,108.5,111.3,115.2,119.1,122.8,126.0,129.3,132.3,134.4,136.6,140.3,142.9,146.0,150.7,154.224,156.31799999999996,159.95600000000005,164.385,167.975,170.112,171.574,173.299,175.797,178.86,182.442,186.696,188.563,190.291,191.468,194.32299999999998,197.857,199.99200000000002,200.96400000000003,203.002,205.782,208.665
CUUSA311SEHC     ,CUUSA311SEHC     ,"Owners' equivalent rent of residences in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,101.6,103.8,104.7,106.2,107.6,109.8,112.4,115.2,117.3,120.4,122.8,125.0,127.2,129.7,133.3,134.8,139.0,143.2,146.385,147.779,150.42700000000005,153.02200000000005,155.385,156.834,156.917,159.259,161.189,163.122,165.59400000000005,167.99900000000005,169.743,171.44799999999995,172.521,175.515,178.173,180.239,181.622,183.122,184.24099999999999,185.90400000000002
CUUSA311SEHC01   ,CUUSA311SEHC01   ,"Owners' equivalent rent of primary residence in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,101.6,103.8,104.7,106.2,107.6,109.8,112.4,115.2,117.3,120.4,122.8,125.0,127.2,129.7,133.3,134.8,139.0,143.2,146.385,147.779,150.42700000000005,153.02200000000005,155.385,156.834,156.91899999999995,159.259,161.192,163.11700000000005,165.583,167.988,169.733,171.437,172.518,175.523,178.17700000000005,180.231,181.612,183.107,184.233,185.893
CUUSA311SEHF     ,CUUSA311SEHF     ,"Energy services in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,103.1,113.1,104.9,116.3,107.1,118.8,110.2,113.6,104.6,111.7,109.4,116.8,112.1,123.9,119.6,135.3,131.1,145.4,143.923,175.604,177.85299999999995,196.91,185.324,187.127,175.222,177.65200000000004,170.213,169.68200000000004,164.65099999999995,165.00099999999995,163.666,172.929,170.722,168.678,165.892,169.22,170.104,175.331,177.71400000000003,178.743
CUUSA311SEHF01   ,CUUSA311SEHF01   ,"Electricity in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,105.9,118.5,107.9,120.9,109.3,118.5,103.6,114.9,103.7,111.8,102.7,113.7,104.2,117.3,111.3,122.1,117.2,140.2,135.483,174.942,171.475,193.18200000000002,190.65,196.52599999999998,180.262,182.49599999999998,176.28900000000004,175.36599999999999,170.82299999999995,172.748,168.933,184.229,175.96599999999995,178.368,174.141,183.514,184.65599999999998,188.24599999999998,186.861,188.65599999999998
CUUSA311SEHF02   ,CUUSA311SEHF02   ,"Utility (piped) gas service in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,93.3,94.1,94.1,100.2,99.3,119.6,134.0,108.9,108.0,111.8,132.8,127.7,139.6,145.7,148.5,182.4,177.9,149.8,163.558,154.366,179.50599999999997,187.61,147.086,135.095,139.043,141.857,131.135,131.97299999999998,127.934,124.07700000000001,129.464,121.635,135.285,122.22,123.454,111.005,111.288,120.47399999999999,133.006,131.806
CUUSA311SETB     ,CUUSA311SETB     ,"Motor fuel in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,91.3,87.4,86.7,102.9,122.5,129.8,130.2,114.1,109.1,120.2,133.5,132.4,148.7,159.8,170.8,209.1,219.0,211.0,218.324,235.954,280.26599999999996,255.572,171.354,212.252,229.955,230.578,294.758,289.957,305.944,300.789,303.2,292.487,299.469,270.553,210.188,200.668,177.813,192.167,203.515,212.74
CUUSA311SETB01   ,CUUSA311SETB01   ,"Gasoline (all types) in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,91.3,87.3,86.6,103.0,122.5,129.9,130.2,114.0,109.1,120.2,133.5,132.6,149.1,159.9,170.9,209.2,219.3,211.1,218.567,236.041,280.069,255.359,171.25599999999997,212.25799999999998,229.97400000000002,230.47299999999998,294.876,289.843,305.7270000000001,300.5370000000001,303.1,292.117,298.973,270.036,209.72,200.36900000000003,177.745,192.007,203.363,212.585
CUUSA311SS47014  ,CUUSA311SS47014  ,"Gasoline, unleaded regular in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,90.3,85.9,84.9,102.5,123.2,130.5,130.8,113.7,108.9,120.4,134.4,134.0,151.9,162.5,173.9,213.5,224.1,214.7,222.516,240.09,286.07099999999997,258.695,172.385,214.888,233.558,234.035,300.704,295.098,311.86,305.7920000000001,307.747,295.8540000000001,302.70799999999997,271.995,209.77700000000002,198.976,175.11599999999999,189.82299999999998,201.412,210.59099999999998
CUUSA311SS47015  ,CUUSA311SS47015  ,"Gasoline, unleaded midgrade in Washington-Baltimore, DC-MD-VA-WV, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,92.2,88.6,88.2,103.5,122.3,129.7,130.1,114.3,109.1,119.9,132.4,130.2,147.0,158.2,168.3,205.7,214.9,208.2,215.06599999999997,232.77,274.718,254.23,172.415,211.393,227.917,228.243,290.095,285.9240000000001,300.4290000000001,296.433,299.644,291.048,297.649,273.23400000000004,216.072,211.50900000000001,191.593,206.071,215.81900000000002,225.733
