index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1,2021-S2
CUUS0100SACE     ,CUUS0100SACE     ,"Energy commodities in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,99.5,96.1,96.0,98.2,84.7,69.4,75.9,81.5,79.8,79.6,85.1,86.8,90.9,108.9,100.7,98.1,94.9,98.1,95.4,93.2,91.9,96.2,95.7,95.2,101.0,103.0,104.7,100.9,91.4,86.5,86.6,102.5,122.9,130.6,129.5,113.7,107.5,118.9,134.2,133.1,149.9,164.2,175.4,213.1,222.6,220.1,224.974,247.574,298.96,275.571,186.742,226.473,241.463,244.034,308.837,308.688,319.718,319.364,313.548,307.601,316.436,288.323,222.902,208.452,184.291,198.235,214.56,226.257,248.894,253.771,238.136,238.897,205.455,197.345,246.659,286.852
CUUS0100SACL1    ,CUUS0100SACL1    ,"Commodities less food in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.8,103.5,104.2,105.4,102.4,99.8,102.4,104.6,105.0,107.2,109.2,110.7,113.7,118.7,119.6,120.8,121.8,123.9,124.8,124.5,125.0,126.2,126.8,128.0,130.3,131.2,132.3,131.8,130.7,130.3,130.9,134.3,138.2,139.8,140.0,136.5,134.7,136.3,136.9,136.5,138.9,141.2,143.5,149.0,150.6,149.4,149.886,152.053,159.494,157.142,146.233,153.062,156.037,156.679,165.817,167.843,170.026,170.168,169.149,167.723,168.605,164.77,156.597,154.401,151.19,152.049,153.824,153.635,157.112,156.675,155.911,155.485,151.242,150.951,160.293,171.598
CUUS0100SACL11   ,CUUS0100SACL11   ,"Commodities less food and beverages in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.7,103.4,104.1,105.3,102.1,99.3,101.9,104.1,104.4,106.6,108.5,109.8,112.8,118.0,118.3,119.5,120.5,122.7,123.5,123.2,123.6,125.0,125.5,126.6,128.9,129.7,130.8,130.2,129.1,128.5,129.0,132.5,136.5,138.1,138.1,134.5,132.5,134.1,134.6,134.2,136.5,138.8,141.2,146.8,148.4,147.0,147.376,149.479,156.981,154.398,143.099,150.008,153.037,153.629,162.926,164.959,167.112,167.216,166.091,164.614,165.513,161.511,153.091,150.814,147.479,148.333,150.139,149.924,153.461,152.975,152.198,151.718,147.294,146.872,156.364,167.833
CUUS0100SACL1E   ,CUUS0100SACL1E   ,"Commodities less food and energy commodities in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,103.6,105.8,106.8,107.8,108.2,109.6,111.4,112.9,113.8,116.6,117.9,119.3,122.2,124.5,127.4,129.5,131.5,133.5,135.1,135.2,136.1,136.8,137.6,139.1,140.7,141.4,142.4,142.6,143.4,144.0,144.6,145.4,146.0,146.3,146.7,145.7,145.2,144.9,142.8,142.5,142.4,142.5,143.3,143.2,143.9,142.8,142.608,141.528,142.175,143.082,144.175,146.001,147.23,147.599,148.625,151.029,151.891,152.113,151.799,151.024,150.75,150.411,150.499,150.061,149.808,148.907,148.743,146.935,147.79,146.578,147.933,147.325,146.421,147.036,151.823,159.881
CUUS0100SAD      ,CUUS0100SAD      ,"Durables in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,104.4,106.4,107.3,106.9,106.6,107.1,108.1,108.1,109.0,110.4,111.1,110.6,111.9,112.0,114.5,115.1,117.4,118.0,119.3,120.5,122.6,124.5,126.3,126.9,128.3,128.3,128.3,127.0,127.2,126.5,125.8,124.9,124.6,123.9,124.0,122.7,120.7,118.9,117.4,114.2,113.4,113.0,114.1,113.7,114.0,112.8,111.556,110.328,110.072,108.608,107.817,108.445,109.676,109.275,109.756,111.31,111.692,111.065,110.974,109.564,109.358,107.714,107.406,106.695,105.97,103.925,103.521,101.631,102.476,101.513,102.509,101.582,101.112,103.075,108.426,118.293
CUUS0100SAE      ,CUUS0100SAE      ,"Education and communication in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.4,100.2,100.1,101.1,101.2,102.9,104.5,106.5,106.9,109.6,109.8,111.4,111.8,113.0,113.6,116.2,117.2,119.5,119.702,123.241,125.107,128.96,130.505,132.727,133.069,133.833,133.137,134.301,134.689,135.746,136.32,137.662,137.578,138.204,137.954,140.414,141.002,141.933,140.786,139.761,140.162,141.949,142.694,145.595,146.962,148.804,149.409,152.09
CUUS0100SAEC     ,CUUS0100SAEC     ,"Education and communication commodities in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.232,97.887,96.027,94.544,95.808,92.931,92.536,91.145,89.489,87.561,85.746,84.315,82.374,80.222,79.048,78.288,77.829,77.575,74.626,74.526,72.236,68.84,69.866,71.498
CUUS0100SAES     ,CUUS0100SAES     ,"Education and communication services in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.38,101.111,100.694,101.763,101.964,103.11,103.621,104.862,104.949,105.646,105.61,107.772,108.449,109.447,108.617,107.846,108.226,109.724,110.614,113.014,114.384,116.292,116.683,118.735
CUUS0100SAF      ,CUUS0100SAF      ,"Food and beverages in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.8,103.8,105.8,106.7,108.8,111.6,114.9,116.8,119.5,122.9,127.2,130.3,134.9,136.9,140.7,140.5,142.4,143.1,145.5,146.2,147.9,150.0,152.4,153.7,156.1,158.3,160.0,161.0,162.3,164.4,166.5,168.1,169.5,171.3,174.3,176.7,178.2,179.0,181.0,184.0,187.4,190.8,193.4,195.2,198.4,201.1,205.518,209.782,215.169,222.39,223.697,223.289,225.6,226.975,231.409,236.431,239.288,240.892,242.838,243.167,245.691,249.19,251.064,252.248,252.624,252.332,254.127,255.982,258.645,260.641,262.866,264.787,271.225,274.624,277.737,286.064
CUUS0100SAF1     ,CUUS0100SAF1     ,"Food in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.8,103.7,105.8,106.6,108.6,111.5,114.9,116.8,119.4,122.9,127.3,130.2,135.0,136.9,140.0,139.6,141.5,142.3,144.8,145.5,147.3,149.5,152.0,153.2,155.6,157.8,159.4,160.4,161.7,163.8,165.9,167.5,168.8,170.6,173.7,176.2,177.6,178.3,180.2,183.3,186.7,190.1,192.7,194.5,197.8,200.4,205.035,209.342,214.77,222.117,223.288,222.609,225.036,226.348,230.962,236.244,239.111,240.723,242.6,242.907,245.588,249.201,251.157,252.379,252.685,252.304,254.208,256.15,258.955,261.005,263.428,265.385,272.08,275.398,278.609,287.341
CUUS0100SAF11    ,CUUS0100SAF11    ,"Food at home in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.6,102.8,104.8,104.8,106.8,109.3,113.0,114.3,116.9,121.0,125.8,128.6,134.7,136.4,140.2,138.4,141.1,141.9,145.0,145.6,147.9,150.6,153.3,154.5,157.3,159.5,161.1,161.4,162.5,164.6,166.5,167.7,168.9,170.7,174.0,176.3,177.4,176.9,179.1,183.1,187.1,191.0,193.5,194.8,197.7,199.2,204.373,208.126,214.698,223.36,222.581,219.804,222.872,223.697,229.711,236.069,238.874,239.675,241.746,240.796,243.684,247.097,248.842,248.71,246.845,244.054,245.313,246.344,248.364,249.355,250.807,250.899,258.445,260.452,261.756,269.326
CUUS0100SAF111   ,CUUS0100SAF111   ,"Cereals and bakery products in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-S02,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,289.181,292.689,293.165,297.794,298.1,307.344,309.417,308.344,317.611
CUUS0100SAF112   ,CUUS0100SAF112   ,"Meats, poultry, fish, and eggs in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-S02,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.271,251.323,251.476,251.09,252.187,265.299,266.958,270.661,287.275
CUUS0100SAF113   ,CUUS0100SAF113   ,"Fruits and vegetables in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-S02,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.807,312.318,313.81,316.638,313.222,317.391,325.13,326.022,326.734
CUUS0100SAF114   ,CUUS0100SAF114   ,"Nonalcoholic beverages and beverage materials in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-S02,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.532,172.915,173.527,175.939,175.973,179.429,178.783,180.465,184.545
CUUS0100SAF115   ,CUUS0100SAF115   ,"Other food at home in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,2017-S02,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.644,222.223,223.454,224.121,224.116,229.73,231.142,231.655,238.284
CUUS0100SAF116   ,CUUS0100SAF116   ,"Alcoholic beverages in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.9,104.1,105.6,108.9,111.3,112.6,115.1,118.0,121.1,123.2,126.8,131.5,134.3,137.1,148.3,150.7,152.1,152.7,153.6,153.9,155.3,156.0,157.7,159.5,161.6,164.5,166.9,167.9,169.4,170.9,173.7,174.9,177.2,179.4,181.1,182.9,185.7,188.6,190.4,192.2,195.5,198.4,200.3,202.4,205.0,208.3,210.802,214.56,219.349,224.79,227.947,231.255,231.947,234.192,236.133,237.565,240.288,241.773,244.706,245.355,245.836,247.869,248.676,249.37,250.648,251.505,251.897,252.616,253.46,254.78,254.592,256.058,259.034,263.538,265.3,268.084
CUUS0100SAG      ,CUUS0100SAG      ,"Other goods and services in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,107.0,110.5,114.0,118.1,122.0,125.7,129.4,133.6,138.1,143.3,148.7,155.7,161.5,170.1,175.9,184.3,189.7,196.2,201.7,203.9,206.0,209.8,212.8,219.1,222.5,227.1,231.3,236.6,243.1,249.7,261.1,268.2,278.0,284.0,290.2,295.7,301.8,315.1,317.8,323.1,327.3,331.5,336.6,339.2,343.5,347.3,352.899,356.089,362.048,373.893,386.385,398.455,404.093,411.743,414.245,419.419,425.484,428.901,430.897,433.999,438.44,443.154,447.029,454.019,458.353,467.137,475.054,479.263,486.811,488.862,494.433,502.182,508.983,513.436,518.4,532.64
CUUS0100SAGC     ,CUUS0100SAGC     ,"Other goods in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.919,103.056,103.167,104.157,105.564,105.705,105.552,106.534,107.691,109.123,110.004,110.548,111.177,114.035,115.19,116.237,118.106,117.008,118.461,120.525,121.865,120.885,122.156,126.248
CUUS0100SAGS     ,CUUS0100SAGS     ,"Other personal services in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.518,101.184,102.31,103.885,105.491,106.927,107.981,108.567,109.642,110.615,111.638,114.26,115.699,117.276,119.948,120.987,122.857,124.766,126.083,127.878,129.865,132.618,133.819,136.913
CUUS0100SAH      ,CUUS0100SAH      ,"Housing in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,103.4,105.7,107.9,110.2,112.1,113.2,115.8,118.9,122.2,125.8,129.0,132.6,135.9,140.2,143.5,145.3,148.0,150.1,151.9,153.3,155.6,157.2,158.9,160.8,163.3,165.1,167.5,169.2,170.9,172.8,174.2,176.1,180.0,183.2,187.6,189.9,193.0,195.9,200.0,202.5,207.5,210.9,215.5,219.8,225.5,230.1,233.118,236.246,240.807,244.148,242.528,243.302,243.841,244.387,246.589,249.45,250.496,252.582,255.001,257.275,261.553,262.251,264.163,265.43,267.507,271.311,274.422,276.441,281.135,284.053,287.287,288.902,291.921,293.654,298.389,304.458
CUUS0100SAH1     ,CUUS0100SAH1     ,"Shelter in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,103.9,107.6,111.1,114.9,119.2,123.3,126.8,131.7,136.9,141.9,145.8,150.7,154.3,160.2,164.0,166.7,170.1,172.7,175.1,176.8,179.9,182.1,184.6,187.0,189.5,191.8,194.9,198.1,201.0,204.1,206.4,209.0,212.9,215.8,220.2,224.8,231.8,235.9,239.6,243.4,249.7,253.3,258.0,260.2,266.7,273.6,277.138,281.261,284.083,287.069,289.35,291.55,291.396,292.658,294.16,298.433,300.868,304.361,306.955,311.282,315.514,318.976,322.377,327.378,330.894,336.899,339.583,343.02,347.741,352.301,356.641,360.417,365.187,367.572,370.686,375.805
CUUS0100SAH2     ,CUUS0100SAH2     ,"Fuels and utilities in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,103.7,103.3,103.6,103.6,100.9,95.0,95.5,96.4,95.7,96.6,99.7,102.1,105.7,108.8,110.7,111.0,112.0,114.0,115.2,116.7,117.9,118.3,118.4,119.0,122.3,123.9,126.7,125.1,123.5,121.9,121.0,122.9,129.4,136.3,144.9,139.6,131.9,134.2,146.8,147.6,153.2,159.8,168.5,187.4,196.7,196.5,202.574,208.292,226.866,235.717,212.881,209.74,215.863,215.297,223.623,223.056,217.872,216.586,221.636,220.718,231.79,222.294,220.347,207.382,206.468,208.84,217.342,218.889,229.957,229.002,230.108,225.359,224.065,221.936,235.375,248.322
CUUS0100SAH21    ,CUUS0100SAH21    ,"Household energy in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,102.5,102.1,101.7,101.1,96.8,88.9,89.8,90.5,89.1,89.8,92.8,95.6,100.1,103.7,103.3,102.6,103.1,105.9,106.4,107.9,109.3,109.4,109.3,109.5,114.0,114.9,118.3,115.5,113.8,111.8,110.7,112.5,119.3,126.5,135.5,129.7,121.3,123.4,136.2,136.6,142.0,148.4,157.2,176.9,185.9,185.0,190.751,196.016,215.004,223.329,198.147,193.642,199.395,197.57,205.944,204.337,198.114,195.927,201.114,199.556,210.747,200.037,197.859,183.32,181.751,183.784,192.313,193.612,204.624,203.024,203.601,198.038,196.085,193.117,206.275,219.236
CUUS0100SAH3     ,CUUS0100SAH3     ,"Household furnishings and operations in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,101.6,102.7,103.7,104.1,104.4,105.3,107.2,106.7,108.4,110.2,111.4,111.4,113.0,113.8,116.7,117.3,119.6,119.8,120.6,120.7,121.5,122.2,123.7,125.1,126.5,126.5,126.1,126.1,127.3,128.1,128.7,127.7,129.1,130.2,131.0,131.6,130.5,129.2,128.1,127.0,127.3,128.0,129.1,129.8,130.7,131.1,130.239,127.855,128.109,128.807,129.464,128.023,126.822,125.8,126.144,126.985,128.152,128.139,128.041,125.657,125.347,124.116,123.937,122.982,122.533,120.269,121.109,118.84,119.199,119.649,120.978,120.055,120.347,122.27,126.509,131.202
CUUS0100SAH31    ,CUUS0100SAH31    ,"Household furnishings and supplies in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.74,98.644,98.527,99.156,99.897,99.79,99.546,96.963,96.849,95.182,94.744,93.749,93.17,90.662,91.127,88.894,88.925,88.868,89.969,88.981,89.094,90.376,93.615,97.788
CUUS0100SAM      ,CUUS0100SAM      ,"Medical care in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,106.4,109.8,114.3,117.8,123.1,127.6,132.1,135.6,140.4,145.0,150.9,157.7,165.7,173.0,180.6,187.4,194.8,201.2,206.6,211.9,217.0,221.7,226.5,230.6,235.1,239.8,243.7,245.7,251.4,256.2,261.8,266.5,272.6,278.2,286.0,292.8,301.4,307.4,313.1,318.5,326.7,333.0,339.6,345.3,354.4,360.0,370.691,377.771,385.367,388.772,395.055,398.365,406.532,411.064,419.928,424.8,434.962,440.137,445.666,448.473,452.24,457.768,466.459,469.902,480.633,488.033,492.262,497.145,504.195,507.081,517.993,532.933,547.284,548.824,548.888,550.688
CUUS0100SAM1     ,CUUS0100SAM1     ,"Medical care commodities in Northeast urban, all urban consumers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2021-S03,105.8,109.0,112.8,116.0,120.1,123.8,128.1,132.5,136.7,140.9,147.1,153.0,160.9,167.1,174.3,179.7,186.7,190.1,194.9,199.6,202.7,205.0,205.3,209.0,213.5,216.5,218.6,219.0,224.6,230.3,237.8,244.0,249.7,254.7,261.0,264.4,268.7,272.2,275.2,279.2,282.6,286.7,288.6,292.7,300.0,304.5,310.852,310.782,317.458,319.607,325.413,330.996,337.44,341.969,353.335,356.425,365.879,369.763,364.917,365.26,365.81,372.875,377.872,375.047,381.457,388.692,387.77,387.332,391.486,391.86,399.833,402.24,393.345,387.455,379.149,382.128
