index,Index,Label,unit,start,last,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CWURA421SACL11   ,CWURA421SACL11   ,"Commodities less food and beverages in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.7,66.9,69.9,78.1,89.2,95.2,97.9,100.2,102.0,103.3,99.8,101.5,104.2,109.0,114.3,117.5,123.2,124.6,124.4,125.2,127.1,126.1,124.4,127.0,131.2,130.9,130.0,131.3,132.8,138.1,142.9,143.733,148.882,139.838,145.273,154.79,158.069,154.62,150.891,143.04,136.449,138.342
CWURA421SAD      ,CWURA421SAD      ,"Durables in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,43.0,44.2,45.6,47.9,49.0,50.0,53.0,61.1,66.3,69.4,72.4,79.2,88.0,92.8,96.9,100.3,102.8,102.2,101.4,103.0,104.6,105.5,106.7,110.2,114.1,116.8,118.9,121.6,123.8,123.4,123.2,121.8,122.6,122.1,119.4,114.1,110.6,111.5,112.2,109.702,107.56,106.319,108.133,108.152,107.781,105.699,103.517,102.031,98.858,97.622
CWURA421SAE      ,CWURA421SAE      ,"Education and communication in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.5,99.0,99.7,101.4,103.1,106.7,110.0,112.7,114.8,118.818,124.45,128.14,131.516,133.059,135.409,138.535,139.846,140.577,136.983,134.775
CWURA421SAEC     ,CWURA421SAEC     ,"Education and communication commodities in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.756,94.425,96.004,92.908,84.317,80.184,74.599,76.674
CWURA421SAES     ,CWURA421SAES     ,"Education and communication services in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.604,104.315,106.166,109.084,111.031,112.091,109.595,107.465
CWURA421SAF      ,CWURA421SAF      ,"Food and beverages in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.4,63.5,70.0,78.0,85.2,92.2,96.8,100.2,103.1,105.4,108.5,113.0,117.1,123.9,131.0,136.8,141.4,145.6,148.8,153.5,158.0,163.3,167.3,170.0,173.7,181.4,185.4,191.3,197.1,201.0,204.6,212.393,222.709,224.123,225.493,234.595,239.458,241.55,246.801,251.643,254.092,257.927
CWURA421SAF1     ,CWURA421SAF1     ,"Food in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1914-M12,2017-M13,10.7,10.1,10.9,13.3,15.8,17.8,20.6,15.9,15.2,15.7,15.8,16.7,16.6,16.1,15.9,16.1,15.2,12.1,10.2,10.4,11.0,11.8,11.8,12.6,11.6,11.4,11.5,12.8,15.6,16.9,16.7,17.2,19.7,23.5,25.1,24.3,24.3,27.4,27.9,27.5,27.4,27.2,27.6,28.7,30.0,30.0,30.7,30.9,31.2,31.7,32.0,32.7,33.5,33.8,34.8,36.3,37.9,38.8,40.6,46.1,52.8,57.4,58.6,62.7,69.4,77.7,85.0,92.0,96.8,100.2,103.1,105.3,108.3,112.7,116.4,123.2,130.2,134.9,138.8,143.1,146.5,151.3,155.8,161.2,165.2,167.6,171.1,178.9,182.9,188.7,194.6,198.7,202.5,210.408,220.632,221.959,223.155,232.612,237.642,239.748,245.296,250.219,252.357,256.277
CWURA421SAF11    ,CWURA421SAF11    ,"Food at home in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1953-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,30.3,29.8,30.0,31.2,32.6,32.3,32.8,32.9,33.2,33.5,33.8,34.5,35.3,35.1,35.9,37.5,39.1,39.9,41.9,48.4,55.7,60.5,60.6,64.7,72.3,80.1,87.6,94.5,97.9,99.8,102.3,103.8,106.5,112.7,116.4,123.3,131.1,136.1,140.3,145.6,150.2,156.5,162.2,168.2,172.7,175.1,178.8,187.6,190.8,197.2,204.3,206.5,208.8,219.299,232.789,230.808,230.716,242.807,247.241,249.706,254.861,258.336,254.876,254.319
CWURA421SAF116   ,CWURA421SAF116   ,"Alcoholic beverages in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3,74.2,77.4,81.5,86.9,93.7,96.4,100.3,103.3,106.8,111.0,115.8,123.5,129.9,138.5,153.3,162.3,166.7,167.9,171.7,176.3,180.7,184.1,191.5,199.8,203.6,208.0,214.8,216.3,218.4,217.3,221.742,231.994,234.655,238.098,239.377,240.819,242.348,242.162,245.432,251.918,253.686
CWURA421SAG      ,CWURA421SAG      ,"Other goods and services in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,60.2,64.3,68.6,75.3,82.9,91.7,101.7,106.7,113.7,120.7,126.4,137.6,154.9,166.1,179.1,194.2,204.6,207.4,213.9,220.4,227.3,234.5,264.2,276.1,285.3,288.3,290.2,292.0,298.9,310.4,317.681,328.81,342.365,352.754,359.19,360.789,364.016,369.187,375.562,380.771,395.688
CWURA421SAGC     ,CWURA421SAGC     ,"Other goods in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.389,105.595,104.553,105.202,107.936,109.62,109.995,115.159
CWURA421SAGS     ,CWURA421SAGS     ,"Other personal services in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.08,102.599,104.637,105.84,106.409,108.388,111.435,114.751
CWURA421SAH      ,CWURA421SAH      ,"Housing in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.5,58.5,63.3,70.6,85.3,94.8,100.4,99.0,100.6,106.2,112.3,117.0,122.3,127.1,134.1,139.6,143.0,144.8,145.4,146.4,148.2,150.6,153.7,157.7,163.7,172.2,180.8,186.8,194.6,206.4,218.8,229.391,236.825,237.844,237.313,239.201,243.383,249.034,254.97,262.16,272.286,283.064
CWURA421SAH1     ,CWURA421SAH1     ,"Shelter in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.4,20.7,20.6,20.9,21.6,23.0,23.1,23.4,23.8,24.1,24.8,25.4,26.6,27.7,28.4,29.5,31.8,34.4,35.7,37.0,38.4,41.7,47.8,52.1,56.5,61.8,69.7,86.1,96.3,101.6,98.6,99.8,106.2,113.7,120.4,126.7,133.1,141.6,146.7,150.2,151.6,152.0,152.6,154.8,157.5,162.0,167.5,173.6,181.9,192.1,200.8,211.5,224.4,236.9,251.161,260.072,262.517,260.984,263.202,268.418,273.803,280.582,290.877,303.968,318.121
CWURA421SAH2     ,CWURA421SAH2     ,"Fuels and utilities in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1952-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,25.1,29.4,31.3,30.9,29.7,29.9,31.5,32.2,32.3,32.2,32.0,31.2,31.2,31.6,32.1,33.2,34.3,37.0,39.2,41.5,45.7,49.6,51.1,52.6,54.7,59.9,72.8,79.0,91.3,101.3,107.3,110.6,113.9,112.6,115.9,119.3,124.2,132.7,136.4,140.3,142.4,148.7,148.5,153.3,145.2,144.3,154.8,177.3,185.9,186.2,183.9,201.2,229.1,231.031,241.69,231.535,249.053,256.322,260.821,281.606,293.504,290.874,296.963,301.716
CWURA421SAH21    ,CWURA421SAH21    ,"Household energy in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.9,44.8,47.6,55.9,73.6,78.5,90.8,102.8,106.4,108.7,110.1,111.0,114.4,121.0,127.0,138.8,137.2,142.5,144.3,149.2,145.3,150.5,140.2,138.2,150.8,178.9,189.1,187.9,182.8,203.7,238.4,235.461,243.824,222.174,238.721,241.709,240.084,260.814,268.551,260.267,264.39,263.257
CWURA421SAH3     ,CWURA421SAH3     ,"Household furnishings and operations in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.3,74.2,78.2,83.7,89.6,96.7,99.5,99.5,101.1,103.4,106.4,108.1,111.0,110.4,113.6,118.1,121.1,122.8,123.1,121.9,123.7,123.0,125.1,124.1,126.6,127.4,127.6,122.8,122.3,125.2,128.8,127.511,126.655,127.083,121.739,119.001,118.172,116.611,115.158,113.392,112.989,112.995
CWURA421SAH31    ,CWURA421SAH31    ,"Household furnishings and supplies in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.801,95.626,94.601,93.111,91.383,89.5,88.839,88.642
CWURA421SAM      ,CWURA421SAM      ,"Medical care in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.6,14.4,14.9,15.2,16.1,16.7,17.2,17.5,17.6,18.2,18.7,20.2,21.1,21.7,22.0,22.7,23.0,23.6,24.0,24.9,26.8,28.2,29.9,32.1,33.7,34.5,36.1,39.5,44.4,50.1,54.7,59.0,65.3,74.0,83.5,94.1,100.7,105.2,112.9,120.7,129.0,139.1,148.7,161.5,175.7,190.0,203.9,211.7,218.8,226.4,229.4,234.1,241.3,248.6,261.9,277.3,285.0,294.6,310.3,322.7,334.331,347.691,359.233,369.881,383.826,399.929,406.84,415.515,424.84,461.881,473.158
CWURA421SAN      ,CWURA421SAN      ,"Nondurables in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.8,38.3,39.7,41.2,42.1,43.6,47.4,53.7,58.0,59.8,63.5,68.3,77.3,87.9,95.2,97.9,100.0,102.0,104.6,103.7,107.3,111.2,118.8,126.9,131.3,137.3,139.6,140.1,142.2,145.4,147.3,147.9,152.5,158.0,161.9,164.5,170.8,177.9,185.4,191.8,198.254,210.942,200.79,206.592,220.46,226.076,224.577,224.871,219.037,214.392,218.741
CWURA421SANL1    ,CWURA421SANL1    ,"Nondurables less food in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,41.9,43.4,44.6,45.5,46.7,48.8,54.7,58.6,61.0,64.4,67.2,76.9,90.6,98.3,99.0,100.0,101.0,103.8,99.2,101.8,105.8,114.1,123.1,127.3,134.9,135.4,133.5,133.1,135.1,134.2,131.6,138.2,145.8,145.9,145.7,152.4,160.3,170.5,179.6,184.565,198.974,180.486,189.723,207.433,213.161,208.608,204.335,190.563,180.935,185.548
CWURA421SANL11   ,CWURA421SANL11   ,"Nondurables less food and beverages in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1976-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.3,63.6,66.5,76.6,90.9,98.7,99.2,99.9,100.9,103.6,98.4,100.8,104.5,113.0,122.2,125.1,132.6,132.7,130.3,129.4,131.1,129.5,126.4,132.9,140.4,140.3,139.5,146.0,154.2,164.6,174.0,178.868,193.173,174.066,183.399,201.568,207.312,202.597,198.308,183.805,173.427,178.054
CWURA421SAR      ,CWURA421SAR      ,"Recreation in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.4,100.2,101.2,102.8,105.3,106.6,108.1,108.6,110.7,109.676,111.035,107.584,100.05,97.993,97.251,96.864,97.852,96.014,97.692,97.355
CWURA421SAS      ,CWURA421SAS      ,"Services in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.9,29.2,31.2,33.6,35.1,36.3,37.7,41.2,45.9,50.2,54.6,59.3,66.3,80.6,91.6,99.7,98.3,101.9,109.3,116.3,122.3,129.2,135.5,143.6,149.8,154.3,158.4,161.0,163.5,166.0,169.2,172.4,176.9,183.3,191.8,200.8,208.5,217.8,229.4,241.2,251.893,261.27,263.473,265.082,268.429,273.94,280.759,287.656,294.727,306.052,317.005
CWURA421SASL2RS  ,CWURA421SASL2RS  ,"Services less rent of shelter in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1985-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.7,110.9,115.7,122.8,128.5,135.4,142.5,147.8,155.0,160.0,164.8,167.7,171.3,172.3,174.8,181.1,189.1,195.5,201.3,207.7,216.1,225.9,230.026,238.992,240.543,246.449,251.101,256.469,264.499,270.962,272.97,281.002,286.68
CWURA421SASL5    ,CWURA421SASL5    ,"Services less medical care services in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1967-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.4,29.7,31.8,34.1,35.7,36.9,38.3,41.7,46.3,50.3,54.6,59.3,66.4,81.2,92.3,100.2,98.1,101.7,109.0,115.9,121.6,128.3,134.3,142.2,147.8,151.6,155.1,157.3,159.6,161.8,165.0,168.2,172.5,178.8,186.9,195.6,203.2,212.4,223.6,235.3,245.715,254.787,256.535,257.76,260.624,265.531,271.837,278.349,285.365,295.187,306.126
CWURA421SAT      ,CWURA421SAT      ,"Transportation in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,19.7,20.9,20.6,21.5,23.7,24.6,24.4,24.3,24.6,25.6,26.3,27.7,27.8,28.7,29.7,29.8,30.9,31.6,31.7,32.1,33.1,34.1,35.2,36.9,37.8,39.6,44.2,49.1,53.9,57.8,60.3,70.5,83.2,92.0,97.8,98.6,103.5,107.0,103.9,107.0,111.4,116.6,122.2,122.5,128.6,132.5,135.7,138.4,140.6,141.0,137.7,141.8,149.1,150.0,150.7,158.1,164.5,173.8,182.0,184.583,194.477,178.734,192.806,211.866,219.185,216.946,212.948,201.593,191.507,200.81
CWURA421SAT1     ,CWURA421SAT1     ,"Private transportation in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1947-M01,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.7,21.0,22.3,21.9,23.1,24.8,25.7,25.2,24.9,25.3,26.4,27.0,28.6,28.2,28.6,29.5,29.6,30.7,31.4,31.6,31.9,32.9,33.9,35.0,36.7,37.6,39.4,44.3,49.3,54.2,58.0,60.6,70.9,83.3,91.6,97.6,98.6,103.8,106.8,103.0,106.1,110.3,115.0,119.8,120.1,126.4,129.3,132.4,135.5,137.7,137.8,134.1,137.8,144.8,145.9,146.6,154.3,161.0,170.0,177.9,180.47,190.078,174.912,188.801,207.813,215.302,212.95,209.024,197.715,187.884,197.523
CWURA421SATCLTB  ,CWURA421SATCLTB  ,"Transportation commodities less motor fuel in Los Angeles-Riverside-Orange County, CA, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.555,103.977,105.333,104.366,103.413,102.831,100.767,99.296
