index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2
CWUSD000SACE     ,CWUSD000SACE     ,"Energy commodities in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,98.5,96.6,95.2,98.3,81.2,69.6,74.7,81.2,76.6,78.6,84.9,87.8,89.7,107.2,97.3,95.0,91.6,95.8,93.1,93.3,89.8,96.2,95.9,95.8,101.2,105.8,104.8,102.2,90.3,86.6,88.5,105.3,122.6,126.5,129.3,111.9,105.2,115.6,128.3,129.0,147.5,159.1,172.9,209.7,215.9,215.4,222.36,239.404,282.742,258.532,175.861,211.581,228.131,231.071,289.901,289.88,300.24,292.373,292.216,283.91,293.081,266.803,204.159,197.11,172.752,188.327,198.906,210.222
CWUSD000SACL1    ,CWUSD000SACL1    ,"Commodities less food in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.3,104.1,105.1,106.0,102.6,100.3,101.9,105.1,106.4,108.7,111.6,112.8,115.6,120.2,120.8,121.8,122.5,125.0,125.6,126.4,126.1,128.8,130.6,131.6,133.4,134.8,135.1,134.3,132.8,133.4,134.7,137.9,141.4,142.0,143.1,139.0,136.8,138.1,138.9,136.8,139.3,142.0,146.3,153.1,154.0,153.4,154.013,157.072,164.324,159.824,147.068,156.087,160.557,160.833,171.518,174.222,176.71,174.849,175.024,174.64,176.322,172.014,161.662,160.673,156.325,157.789,159.598,159.493
CWUSD000SACL11   ,CWUSD000SACL11   ,"Commodities less food and beverages in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.2,104.0,105.1,106.0,102.4,100.0,101.6,105.0,106.2,108.5,111.4,112.7,115.4,120.2,120.3,121.2,121.9,124.4,125.0,125.7,125.3,128.1,129.9,130.9,132.6,134.0,134.3,133.4,131.8,132.5,133.7,137.0,140.4,141.0,142.1,137.9,135.6,136.9,137.7,135.4,137.9,140.6,145.0,151.9,152.7,152.1,152.588,155.639,162.921,158.21,145.087,154.325,158.792,159.017,169.843,172.558,174.999,173.085,173.22,172.815,174.573,170.147,159.499,158.488,153.951,155.38,157.103,156.938
CWUSD000SACL1E   ,CWUSD000SACL1E   ,"Commodities less food and energy commodities in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,103.0,105.7,107.2,107.6,107.9,108.4,109.1,111.6,114.3,116.6,118.7,119.6,122.5,124.1,127.2,129.0,130.7,132.8,134.3,135.2,135.6,137.5,139.7,141.0,141.9,142.6,143.3,142.9,143.5,145.0,146.1,146.8,147.7,147.7,148.5,146.9,145.5,145.0,143.5,140.9,139.7,140.5,142.8,143.1,143.5,142.9,142.336,142.773,143.021,142.364,143.279,147.131,149.208,148.943,149.943,153.247,153.63,153.09,153.347,154.767,155.146,155.329,155.659,155.912,155.62,154.52,154.747,152.548
CWUSD000SAD      ,CWUSD000SAD      ,"Durables in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,103.1,106.0,107.2,106.4,106.4,105.9,107.1,109.0,110.4,111.6,112.7,112.9,113.8,114.0,115.0,115.9,117.2,119.2,119.8,122.2,123.2,126.2,129.6,130.6,131.6,131.5,131.2,129.2,128.9,128.6,127.4,127.7,128.0,127.9,127.5,124.8,122.5,121.7,120.3,116.2,114.4,115.9,118.1,117.4,117.3,116.1,114.666,114.782,114.84,112.758,110.867,113.408,115.589,115.433,117.139,119.027,119.459,118.692,119.027,119.721,119.239,118.706,118.646,118.22,117.063,115.02,114.648,112.646
CWUSD000SAE      ,CWUSD000SAE      ,"Education and communication in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1,101.0,100.6,101.3,101.8,103.1,104.4,106.9,108.1,110.8,110.5,111.7,112.5,113.6,113.9,114.6,116.3,119.5,120.61,122.097,122.848,126.317,126.729,128.271,128.336,130.231,130.462,132.81,134.748,134.787,135.595,136.502,136.845,136.82,136.471,138.041,138.735,136.396,133.316,132.952
CWUSD000SAEC     ,CWUSD000SAEC     ,"Education and communication commodities in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.39,98.227,97.052,96.226,95.177,92.196,91.916,91.88,92.445,90.711,90.651,89.377,86.971,88.463,87.81,85.818
CWUSD000SAES     ,CWUSD000SAES     ,"Education and communication services in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.903,101.665,101.992,104.108,105.897,106.292,107.03,107.825,108.055,108.234,107.938,109.449,110.323,108.131,105.538,105.446
CWUSD000SAF      ,CWUSD000SAF      ,"Food and beverages in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,103.3,104.2,105.4,105.9,107.0,109.2,111.3,113.1,115.0,118.1,121.4,124.2,128.6,130.7,133.5,133.4,133.9,134.5,136.2,137.7,139.2,140.9,142.1,143.6,146.4,150.7,152.3,153.5,154.9,156.7,157.8,160.2,163.3,165.2,167.2,169.0,170.5,171.3,174.4,176.6,180.6,184.1,186.6,187.9,190.4,192.8,197.533,202.393,208.167,215.94,217.017,216.27,217.32,217.246,223.084,228.593,231.957,232.999,235.664,236.981,240.188,245.054,246.802,248.535,247.974,247.944,249.494,250.738
CWUSD000SAF1     ,CWUSD000SAF1     ,"Food in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,103.2,104.2,105.3,105.8,106.8,109.1,111.3,113.2,115.1,118.3,121.7,124.6,129.0,131.1,133.2,133.0,133.3,133.9,135.5,137.1,138.6,140.3,141.6,143.0,145.8,150.2,151.7,153.0,154.4,156.4,157.4,159.8,162.8,164.7,166.7,168.4,169.9,170.7,173.8,176.0,180.0,183.6,186.1,187.5,189.9,192.3,197.128,202.104,207.912,215.829,216.635,215.96,216.835,216.595,222.659,228.387,231.694,232.73,235.409,236.756,240.212,245.33,247.033,248.877,248.044,247.829,249.13,250.285
CWUSD000SAF11    ,CWUSD000SAF11    ,"Food at home in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,103.0,103.3,103.9,103.6,104.6,107.2,109.4,110.9,112.6,116.1,119.9,122.9,127.8,129.7,131.9,131.0,130.8,131.1,132.9,134.5,136.0,137.7,139.0,140.4,143.4,148.5,149.6,150.7,151.9,154.0,155.2,157.2,160.0,162.0,164.7,166.0,166.5,167.3,169.8,172.7,176.7,180.2,181.6,182.4,183.7,185.6,191.363,196.784,203.558,211.519,209.963,207.705,208.981,209.452,216.324,222.862,225.477,225.745,227.716,227.889,231.573,237.505,237.576,238.62,234.812,232.76,232.777,232.992
CWUSD000SAF116   ,CWUSD000SAF116   ,"Alcoholic beverages in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,103.3,105.0,106.2,108.4,110.1,110.9,111.9,112.4,114.2,115.7,117.6,119.7,123.4,125.9,137.0,139.5,141.2,142.9,145.5,147.0,148.9,149.7,150.6,152.1,155.2,158.2,159.8,160.3,161.9,159.2,163.0,164.9,168.9,170.9,174.7,176.3,178.0,179.6,183.4,185.2,188.8,191.3,194.0,192.7,197.3,199.4,202.717,205.997,211.008,216.543,221.755,219.924,223.844,226.607,228.539,230.29,234.539,235.679,238.029,238.775,237.76,238.602,241.06,241.015,244.768,247.674,253.151,255.803
CWUSD000SAG      ,CWUSD000SAG      ,"Other goods and services in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,105.9,108.3,110.9,114.4,117.4,120.5,123.3,127.1,131.2,137.0,141.7,146.5,152.4,158.5,165.7,171.4,176.4,182.1,187.6,189.2,189.9,191.3,197.3,201.7,206.5,211.4,216.9,222.5,230.5,246.2,264.4,271.7,280.3,284.9,292.3,299.7,305.8,310.2,311.3,317.0,319.1,320.5,327.6,334.1,341.1,344.5,351.295,358.754,367.941,375.091,402.124,431.509,440.577,444.588,450.605,459.075,464.402,470.544,475.163,481.579,486.997,489.784,496.342,501.9,514.544,522.627,526.768,531.109
CWUSD000SAGC     ,CWUSD000SAGC     ,"Other goods in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.359,102.428,103.539,105.379,106.375,107.706,108.262,109.328,110.644,111.337,112.368,114.52,116.819,117.685,118.554,119.085
CWUSD000SAGS     ,CWUSD000SAGS     ,"Other personal services in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.225,101.879,103.763,105.908,107.448,108.988,110.842,112.959,114.092,114.632,117.036,116.656,120.711,124.45,125.558,127.441
CWUSD000SAH      ,CWUSD000SAH      ,"Housing in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,100.6,104.8,107.1,109.2,110.1,110.2,111.4,112.4,114.1,115.9,117.1,118.8,121.4,124.9,126.2,128.1,129.0,130.9,132.6,134.7,136.8,139.0,141.3,144.2,147.5,149.3,150.5,152.2,153.3,154.3,155.3,156.8,158.2,161.2,163.6,164.6,165.3,167.3,168.8,169.2,170.3,172.5,174.5,179.2,182.3,185.8,187.725,190.378,194.507,198.87,199.107,198.188,197.737,198.834,200.129,201.067,203.357,206.175,207.424,208.848,211.889,215.164,217.598,220.334,222.198,225.708,227.864,230.832
CWUSD000SAH1     ,CWUSD000SAH1     ,"Shelter in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,99.5,105.3,108.3,111.7,114.2,115.9,117.6,118.9,121.3,123.4,125.7,128.2,130.9,135.6,137.0,139.3,140.9,143.1,146.5,149.0,152.0,155.3,159.6,163.3,166.7,169.5,171.1,173.4,175.2,176.8,179.3,180.3,182.4,184.6,186.6,188.8,190.8,193.4,195.1,194.6,195.8,197.4,199.4,202.1,205.0,210.3,212.989,215.542,219.338,222.463,225.398,223.822,223.771,224.922,226.482,226.508,230.962,234.242,235.701,236.371,240.33,245.034,249.807,253.74,258.357,262.919,266.485,269.903
CWUSD000SAH2     ,CWUSD000SAH2     ,"Fuels and utilities in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,104.0,105.6,106.7,107.8,105.4,102.6,103.0,104.1,103.9,105.3,105.6,106.9,110.0,112.7,113.6,115.6,115.5,118.0,118.0,119.9,121.2,122.1,121.4,123.4,127.4,127.9,128.5,130.1,131.4,133.2,130.9,135.7,136.3,144.8,151.0,149.6,147.8,151.0,154.2,159.9,160.6,166.0,169.2,184.7,190.8,193.5,195.005,200.819,209.623,223.142,212.198,212.921,211.223,215.869,218.021,223.703,219.888,224.151,224.984,231.735,235.019,237.958,234.65,236.876,231.878,236.754,237.115,241.213
CWUSD000SAH21    ,CWUSD000SAH21    ,"Household energy in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,103.7,103.9,103.4,104.0,99.5,94.7,95.9,96.9,96.2,97.6,96.3,97.2,99.1,101.0,101.1,101.1,101.4,104.0,103.4,104.6,104.9,106.0,103.4,106.3,107.1,109.6,109.5,109.6,109.1,110.1,107.1,111.8,112.2,120.8,127.1,125.2,122.8,125.4,128.5,133.8,133.9,139.2,141.7,157.2,162.9,165.3,165.89,171.346,179.338,190.877,178.461,177.936,175.88,179.369,181.17,186.418,181.909,184.339,183.907,189.912,192.628,195.119,190.848,191.888,185.865,190.226,189.896,193.672
CWUSD000SAH3     ,CWUSD000SAH3     ,"Household furnishings and operations in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.2,102.1,103.1,103.4,104.7,105.1,105.8,105.8,108.0,109.4,109.2,109.4,111.2,112.4,113.7,114.3,115.1,115.0,114.8,115.9,116.8,117.6,119.3,120.9,122.8,123.6,124.8,124.9,124.1,122.5,122.5,122.0,122.4,121.6,121.2,121.0,120.1,118.8,117.6,115.7,117.6,118.2,119.4,118.9,120.3,118.7,118.8,119.066,120.883,122.131,123.006,122.709,121.881,119.844,119.672,119.546,120.387,120.504,121.621,120.753,120.779,119.873,119.888,119.335,118.17,117.061,116.128,116.852
CWUSD000SAH31    ,CWUSD000SAH31    ,"Household furnishings and supplies in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.344,97.601,97.396,97.202,97.852,97.911,98.877,98.079,98.032,97.017,96.772,95.841,94.507,93.454,92.658,93.023
CWUSD000SAM      ,CWUSD000SAM      ,"Medical care in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,105.8,107.8,110.6,114.1,118.9,123.1,128.0,131.0,134.5,138.7,143.6,149.1,156.6,163.7,170.0,176.1,182.1,186.8,191.9,196.6,201.3,206.4,212.0,216.0,219.1,222.6,226.0,228.1,232.4,236.7,241.4,244.4,247.7,250.9,258.2,263.0,270.9,277.2,282.4,287.5,296.2,302.3,312.4,316.8,323.9,329.9,337.023,344.098,351.019,352.916,359.358,365.411,371.779,374.125,381.707,386.165,396.508,401.505,410.338,414.255,422.484,425.954,435.096,439.761,454.281,455.979,459.744,463.867
CWUSD000SAM1     ,CWUSD000SAM1     ,"Medical care commodities in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,105.4,109.0,113.3,117.2,120.6,123.8,126.6,130.4,135.0,140.7,144.7,149.9,156.1,161.1,171.4,178.4,182.8,186.5,190.7,195.1,198.5,198.9,201.1,204.7,208.0,209.4,212.9,214.0,215.9,221.8,226.7,230.6,231.7,234.2,239.4,245.1,248.1,250.7,251.8,251.9,256.9,260.8,264.9,268.8,274.1,278.2,275.085,282.825,286.172,288.707,294.982,298.038,303.248,305.505,311.608,316.675,315.828,314.691,306.801,311.655,321.997,328.431,336.925,344.075,349.787,349.949,359.138,362.505
CWUSD000SAM2     ,CWUSD000SAM2     ,"Medical care services in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,105.9,107.5,110.1,113.6,118.6,123.0,128.3,131.0,134.4,138.2,143.3,148.9,156.7,164.3,169.6,175.4,181.8,186.8,192.1,196.9,201.9,208.2,214.7,218.8,221.9,225.9,229.3,231.6,236.5,240.4,245.0,247.8,251.7,255.0,262.8,267.5,276.9,284.4,290.9,297.6,307.4,314.3,326.3,330.9,338.6,345.1,355.686,362.49,370.884,372.475,378.855,386.035,392.749,395.091,403.132,407.274,421.594,428.77,443.599,447.132,454.12,456.291,465.489,469.025,486.759,489.031,490.576,494.918
CWUSD000SAN      ,CWUSD000SAN      ,"Nondurables in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.3,103.0,103.8,105.2,102.7,102.0,104.0,107.0,108.6,111.6,115.4,117.9,122.0,127.2,128.3,128.8,129.0,130.8,131.9,132.4,132.4,134.6,135.5,136.7,139.3,142.6,143.8,144.4,143.6,145.3,147.8,152.3,157.2,158.8,161.1,158.9,158.8,161.1,164.3,165.3,171.0,174.9,179.8,188.7,190.9,192.2,195.946,201.734,213.204,212.308,197.85,207.171,211.612,211.963,226.668,231.133,235.041,233.728,234.854,234.575,238.288,235.836,224.56,224.475,219.762,223.138,226.329,228.254
CWUSD000SANL1    ,CWUSD000SANL1    ,"Nondurables less food in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.3,101.8,102.4,104.7,98.7,95.2,97.0,101.1,102.3,105.2,109.3,111.4,115.2,122.9,123.1,124.3,124.5,127.3,127.9,127.6,126.3,128.9,129.5,130.5,132.8,135.2,136.1,136.0,133.5,135.0,138.6,144.7,151.1,152.4,155.1,149.7,148.0,151.5,154.7,154.8,161.7,165.7,172.3,186.6,189.0,189.2,192.133,198.473,213.918,206.775,181.681,197.97,204.841,205.602,226.135,229.653,233.9,230.975,231.007,229.606,233.701,225.455,204.342,202.772,195.145,201.267,205.885,208.386
CWUSD000SANL11   ,CWUSD000SANL11   ,"Nondurables less food and beverages in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.2,101.6,102.2,104.5,98.1,94.4,96.3,100.6,101.8,104.8,109.0,111.1,115.0,123.1,122.6,123.6,123.7,126.6,127.1,126.7,125.2,127.8,128.4,129.4,131.6,134.0,134.8,134.7,132.1,133.7,137.2,143.5,150.1,151.2,153.9,148.2,146.5,150.0,153.3,153.3,160.4,164.4,171.1,186.3,188.6,188.7,191.638,198.172,214.145,206.382,179.802,196.979,203.972,204.647,225.975,229.567,233.776,230.697,230.641,229.158,233.565,224.853,202.527,200.879,192.668,198.958,203.533,206.027
CWUSD000SANL113  ,CWUSD000SANL113  ,"Nondurables less food, beverages, and apparel in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.3,101.2,101.7,104.2,96.5,91.4,95.3,99.8,100.0,103.4,108.5,111.5,114.8,125.1,123.2,123.9,123.2,126.8,127.0,126.0,124.3,127.5,128.6,129.1,133.1,136.8,137.8,137.5,133.4,135.5,141.0,150.7,161.0,163.8,166.6,160.6,159.1,165.2,171.5,172.6,184.2,190.9,199.6,221.6,226.1,226.1,230.811,241.647,267.459,256.104,215.166,240.349,251.123,252.692,285.642,287.237,294.313,290.039,290.097,285.936,292.295,278.898,245.464,243.299,231.496,240.16,246.596,253.347
