index,Index,Label,unit,start,last,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2
CWUSA311SAD      ,CWUSA311SAD      ,"Durables in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,100.2,100.3,100.1,99.2,99.9,99.8,99.2,97.8,96.4,96.0,95.0,92.0,90.9,90.5,90.4,89.7,89.3,88.4,87.777,86.62799999999999,86.45200000000001,84.586,83.38600000000002,84.87299999999998,85.95100000000002,85.62,85.179,86.01799999999999,84.919,84.064,84.259,83.947,83.986,83.368,82.19200000000002,81.188,81.184,79.48,79.596,77.793
CWUSA311SAE      ,CWUSA311SAE      ,"Education and communication in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,100.7,102.5,101.9,102.7,102.5,103.0,104.9,107.8,108.8,110.1,110.4,110.1,109.7,110.4,111.9,114.8,117.0,119.2,117.708,119.905,120.26799999999999,121.71600000000001,121.64399999999999,122.729,123.696,125.17200000000001,123.60700000000001,124.499,126.12299999999999,127.037,126.875,126.572,126.949,129.006,129.233,132.88,133.838,131.842,130.08,130.034
CWUSA311SAEC     ,CWUSA311SAEC     ,"Education and communication commodities in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,98.12299999999999,96.361,94.146,92.43700000000001,90.288,88.661,90.98,90.175,87.176,83.97,80.066,80.949,77.086,77.065,76.875,78.112
CWUSA311SAES     ,CWUSA311SAES     ,"Education and communication services in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,100.583,102.04799999999999,100.86200000000001,101.805,103.439,104.404,104.042,103.852,104.516,106.795,107.49799999999999,110.706,111.96600000000001,110.196,108.65,108.5
CWUSA311SAF      ,CWUSA311SAF      ,"Food and beverages in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1996.11=100,1997-S01,2017-S03,99.9,100.2,101.4,101.5,102.8,102.8,104.2,105.7,107.6,109.3,111.0,111.7,112.9,115.6,119.3,120.7,121.7,123.7,125.1,126.0,128.539,131.296,133.795,137.35399999999998,137.94799999999998,137.995,137.893,138.934,143.433,145.446,146.695,147.774,148.80100000000004,149.61,151.66299999999995,152.859,154.05700000000004,154.987,155.30700000000004,155.74,156.19799999999995,157.49200000000005
CWUSA311SAF1     ,CWUSA311SAF1     ,"Food in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1996.11=100,1997-S01,2017-S03,99.7,100.1,101.4,101.5,102.9,102.8,104.4,106.0,107.7,109.3,111.1,111.9,112.9,116.1,119.9,121.3,122.2,124.6,125.8,126.8,129.239,132.196,134.787,138.609,139.222,139.019,138.986,139.999,144.738,146.792,148.032,149.122,150.023,150.752,152.827,153.953,155.05,156.033,156.358,156.805,157.22,158.609
CWUSA311SAF11    ,CWUSA311SAF11    ,"Food at home in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,100.5,99.7,100.9,100.5,101.8,103.2,105.5,107.1,108.9,109.6,110.3,114.6,118.7,120.2,120.1,123.2,123.2,123.8,126.805,128.78,132.064,136.49,135.369,134.333,134.04,134.94299999999998,140.607,143.42600000000004,144.204,143.882,144.264,144.57399999999996,146.40200000000004,146.88299999999995,147.434,148.194,147.498,146.218,146.062,146.778
CWUSA311SAF116   ,CWUSA311SAF116   ,"Alcoholic beverages in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.11=100,1998-S01,2017-S03,,,100.3,100.1,100.3,101.1,101.6,102.1,104.4,107.5,109.0,108.3,110.7,109.1,110.5,112.1,113.3,111.7,114.3,114.7,118.21600000000001,118.289,119.508,120.001,120.367,123.24600000000001,122.314,123.664,125.29700000000001,126.805,128.429,129.351,132.753,135.11,136.45600000000002,138.52200000000002,140.952,141.21,141.406,141.539,142.987,142.219
CWUSA311SAG      ,CWUSA311SAG      ,"Other goods and services in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1996.11=100,1997-S01,2017-S03,101.9,104.1,105.8,109.8,116.8,123.3,127.8,129.8,128.8,137.3,140.9,145.9,145.3,145.7,146.7,148.5,150.4,155.1,155.1,156.6,160.924,163.042,171.924,173.31,183.63400000000001,189.07299999999998,191.808,191.55900000000003,192.975,195.688,197.97799999999998,198.898,200.72,201.63400000000001,203.905,206.294,206.622,209.28099999999998,207.269,206.601,207.595,207.92700000000002
CWUSA311SAGC     ,CWUSA311SAGC     ,"Other goods in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,99.04799999999999,98.00200000000001,99.087,100.384,101.12100000000001,101.766,102.959,103.272,104.46799999999999,106.31200000000001,105.78299999999999,107.46600000000001,105.68799999999999,104.396,104.72,104.925
CWUSA311SAGS     ,CWUSA311SAGS     ,"Other personal services in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,102.20700000000001,103.198,103.52,105.101,106.85700000000001,107.104,107.71,108.436,109.676,110.31,111.22,112.314,112.824,114.06299999999999,114.912,115.03299999999999
CWUSA311SAH      ,CWUSA311SAH      ,"Housing in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1996.11=100,1997-S01,2017-S03,100.6,101.4,101.7,104.7,104.5,106.8,107.1,110.7,111.7,114.3,115.8,118.7,120.6,123.2,124.3,127.7,129.5,132.2,134.1,139.4,141.357,146.25799999999995,149.145,153.47799999999995,154.374,155.661,155.083,156.563,157.534,159.192,161.07299999999995,163.762,164.554,166.62599999999995,167.833,169.94400000000005,171.579,173.727,174.74099999999999,176.28099999999995,177.676,179.093
CWUSA311SAH1     ,CWUSA311SAH1     ,"Shelter in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,102.0,104.0,105.1,106.6,108.1,110.4,113.5,116.2,119.3,122.2,124.6,127.1,129.1,131.6,135.1,136.8,140.2,144.5,147.732,149.238,152.268,155.216,157.68,159.039,159.339,161.468,163.601,165.74200000000005,168.72,171.565,173.17700000000005,174.605,176.097,178.644,181.653,183.696,185.391,186.713,188.396,190.262
CWUSA311SAH2     ,CWUSA311SAH2     ,"Fuels and utilities in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,101.2,112.0,103.3,115.0,105.8,120.3,108.8,113.7,105.2,111.8,110.0,117.2,111.4,124.7,119.7,135.8,129.2,146.2,140.513,172.953,175.826,193.3,181.889,187.183,180.872,181.01,175.511,176.804,171.157,174.28900000000004,172.43,183.206,181.658,182.96,179.035,185.642,185.571,191.727,193.665,194.42
CWUSA311SAH21    ,CWUSA311SAH21    ,"Household energy in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,103.3,112.9,104.8,116.2,108.6,119.7,110.6,114.0,105.3,112.1,109.8,116.9,112.1,124.0,119.6,134.5,129.9,146.3,143.977,177.16400000000004,179.643,198.56400000000002,187.489,189.507,177.918,180.29,174.19799999999995,173.80900000000003,168.83700000000005,169.18200000000004,167.854,177.42700000000005,175.562,175.299,170.53,175.389,174.922,180.325,182.207,182.46099999999998
CWUSA311SAH3     ,CWUSA311SAH3     ,"Household furnishings and operations in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,103.3,104.9,105.6,102.6,104.4,105.7,105.8,104.5,105.0,105.7,106.4,105.4,106.1,104.5,101.8,99.3,97.9,97.4,97.272,95.37,96.227,96.904,99.36399999999999,97.1,95.21600000000001,93.42299999999999,91.303,90.64,91.147,91.302,89.977,88.369,88.229,87.807,87.661,86.829,85.101,84.185,83.492,82.87100000000002
CWUSA311SAH31    ,CWUSA311SAH31    ,"Household furnishings and supplies in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,98.37299999999999,96.37100000000001,94.594,93.897,94.41,94.322,92.758,90.932,90.764,90.085,89.68299999999998,88.835,87.057,85.79299999999998,84.824,83.725
CWUSA311SAM      ,CWUSA311SAM      ,"Medical care in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1996.11=100,1997-S01,2017-S03,101.5,101.4,103.3,104.1,105.0,106.2,108.1,108.8,109.8,110.1,113.0,114.5,116.5,118.5,119.8,121.7,124.8,126.8,129.7,128.4,131.285,136.005,139.905,140.796,141.614,142.819,148.155,150.797,154.375,156.407,160.592,163.292,166.72099999999998,170.73,170.59,169.903,175.043,179.683,182.252,183.666,187.785,189.137
CWUSA311SAN      ,CWUSA311SAN      ,"Nondurables in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,100.6,100.5,101.8,104.3,107.8,109.0,110.1,110.7,110.8,112.3,114.4,115.7,118.8,121.0,123.8,129.7,130.4,130.4,132.855,135.888,143.10299999999995,142.42700000000005,133.067,138.524,140.342,140.39600000000002,152.156,152.582,155.232,155.172,155.142,155.105,156.667,154.918,149.97299999999996,149.455,148.785,150.708,152.138,153.763
CWUSA311SANL1    ,CWUSA311SANL1    ,"Nondurables less food in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,100.6,100.2,101.4,106.4,111.9,112.8,113.2,112.8,111.2,113.6,116.7,116.1,118.5,121.8,126.5,136.3,136.7,135.6,137.96200000000002,141.132,152.267,148.036,130.78,140.747,144.164,143.333,161.79,160.72799999999995,164.745,163.616,162.72299999999996,161.958,163.105,158.322,147.04399999999995,144.957,143.31,146.891,149.465,151.38
CWUSA311SANL11   ,CWUSA311SANL11   ,"Nondurables less food and beverages in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,100.6,100.2,101.6,107.1,113.2,114.2,114.2,113.5,111.6,114.1,117.3,116.9,119.3,122.7,127.7,138.4,138.6,137.4,139.692,143.148,155.085,150.486,131.889,142.409,146.21200000000005,145.192,165.13099999999997,163.84799999999996,167.924,166.678,165.549,164.606,165.739,160.317,147.77,145.465,143.55200000000005,147.315,149.95,152.005
CWUSA311SAR      ,CWUSA311SAR      ,"Recreation in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,101.4,101.5,102.1,102.0,102.8,102.4,103.6,104.6,105.5,104.9,107.8,108.5,108.4,108.1,108.5,109.0,110.5,111.5,112.521,112.184,113.926,114.17299999999999,113.801,114.98200000000001,114.708,112.73,112.925,110.834,112.30799999999999,111.193,112.4,111.96700000000001,112.17299999999999,111.811,112.787,112.04700000000001,112.885,111.164,109.855,109.382
CWUSA311SAS      ,CWUSA311SAS      ,"Services in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,101.6,104.0,104.3,106.4,107.0,109.8,111.3,114.1,115.8,118.4,120.3,122.7,123.8,127.1,129.4,132.5,134.7,139.1,141.184,145.658,148.546,152.42700000000005,153.25,155.289,155.958,157.814,159.202,161.143,163.377,166.05700000000004,167.303,169.675,171.1,172.954,175.08700000000005,177.665,179.525,180.71,182.44,184.09900000000002
CWUSA311SASL2RS  ,CWUSA311SASL2RS  ,"Services less rent of shelter in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,101.1,103.9,103.6,106.3,105.7,109.3,109.1,111.8,112.1,114.4,115.7,118.1,117.9,122.1,123.0,128.1,128.6,133.1,133.22299999999998,142.21200000000005,144.9,150.335,148.638,152.07,153.064,154.629,154.833,156.67600000000004,157.809,160.13,161.15,164.767,165.834,166.669,168.013,171.24099999999999,173.30200000000005,174.275,176.043,177.426
CWUSA311SASL5    ,CWUSA311SASL5    ,"Services less medical care services in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,101.6,104.1,104.4,106.7,107.0,110.0,111.5,114.5,116.1,118.8,120.7,123.1,124.1,127.5,129.8,132.9,135.1,139.9,141.873,146.25799999999995,149.084,153.156,154.001,156.08700000000005,156.415,158.233,159.489,161.45600000000005,163.55100000000004,166.21099999999996,167.30200000000005,169.535,171.08,173.21099999999996,174.99900000000005,177.31599999999997,179.06,180.162,181.75099999999998,183.43099999999998
CWUSA311SAT      ,CWUSA311SAT      ,"Transportation in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1996.11=100,1997-S01,2017-S03,100.5,100.1,98.4,98.2,98.5,101.9,106.1,108.1,108.4,105.9,104.1,106.2,108.2,107.0,109.6,113.0,117.0,124.9,126.2,124.4,126.205,128.898,137.14,132.627,116.921,128.01,133.746,134.792,148.98,150.251,152.578,152.678,154.406,154.494,157.079,151.88,142.415,140.116,138.19299999999998,139.112,142.619,143.174
CWUSA311SAT1     ,CWUSA311SAT1     ,"Private transportation in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,98.5,98.3,98.3,101.9,106.1,107.8,108.3,105.5,103.5,105.9,107.9,106.4,109.2,112.8,116.9,125.2,126.4,124.6,126.565,129.17700000000002,137.23,132.514,116.637,127.863,133.793,134.446,149.16299999999995,150.421,152.80700000000004,152.341,153.762,153.425,156.188,150.851,140.582,138.44,136.42,137.85299999999998,141.262,141.578
CWUSA311SATCLTB  ,CWUSA311SATCLTB  ,"Transportation commodities less motor fuel in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,100.367,100.756,101.43,104.382,103.45200000000001,103.038,103.941,105.118,105.78299999999999,105.33,104.436,103.20299999999999,104.111,101.90700000000001,102.272,99.949
CWUSA311SEFV     ,CWUSA311SEFV     ,"Food away from home in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.11=100,1998-S01,2017-S03,,,100.9,102.6,104.2,104.7,106.7,108.3,110.0,111.2,112.5,114.0,115.8,117.7,119.5,121.1,122.7,124.9,127.2,129.4,130.844,134.442,136.81,139.972,141.744,142.372,143.381,143.918,147.036,148.701,151.041,154.22299999999996,155.822,156.847,158.786,160.746,162.91299999999995,164.19400000000005,166.06,169.192,170.488,172.892
CWUSA311SEHA     ,CWUSA311SEHA     ,"Rent of primary residence in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1996.11=100,1997-S01,2017-S03,100.1,100.6,102.0,103.8,105.2,106.9,108.6,111.3,115.1,119.0,122.6,125.8,129.2,132.3,134.4,136.6,140.3,142.9,146.0,150.7,154.234,156.334,159.938,164.40400000000002,168.05,170.16,171.628,173.291,175.78,178.84900000000005,182.47299999999998,186.727,188.59599999999998,190.325,191.481,194.35,197.963,200.09799999999998,201.079,203.11599999999999,205.957,208.827
CWUSA311SEHC     ,CWUSA311SEHC     ,"Owners' equivalent rent of residences in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,101.6,103.8,104.7,106.2,107.5,109.7,112.1,114.9,116.9,120.0,122.4,124.6,126.6,129.1,132.7,134.4,138.6,142.7,145.96200000000005,147.257,149.887,152.503,154.893,156.332,156.407,158.722,160.672,162.532,165.101,167.51,169.047,170.826,171.81400000000005,174.625,177.33,179.56900000000005,180.96400000000003,182.382,183.62599999999998,185.245
CWUSA311SEHC01   ,CWUSA311SEHC01   ,"Owners' equivalent rent of primary residence in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,101.6,103.8,104.7,106.2,107.5,109.7,112.1,114.9,116.9,120.0,122.4,124.6,126.6,129.1,132.7,134.4,138.6,142.7,145.96200000000005,147.257,149.887,152.503,154.893,156.332,156.408,158.722,160.673,162.528,165.097,167.50599999999997,169.041,170.82,171.80700000000004,174.614,177.32,179.562,180.958,182.382,183.618,185.238
CWUSA311SEHF     ,CWUSA311SEHF     ,"Energy services in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,103.7,114.3,105.6,117.2,107.5,118.8,109.0,113.5,104.6,111.4,108.2,115.8,110.4,122.1,117.0,131.7,126.8,143.4,141.138,174.31099999999995,175.60299999999995,194.47,184.207,186.467,174.271,176.649,169.428,168.812,163.67700000000005,164.195,162.858,172.275,170.324,170.37,165.96400000000003,170.923,170.54,175.422,176.74400000000003,177.097
CWUSA311SEHF01   ,CWUSA311SEHF01   ,"Electricity in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,105.8,118.3,107.7,120.6,109.1,118.1,103.5,114.5,103.5,111.0,102.6,113.2,103.9,116.4,110.0,120.5,115.2,137.7,133.138,171.476,167.89,189.01,186.606,192.31900000000002,176.468,178.65400000000002,172.578,171.67700000000005,167.165,169.18,165.55,180.52599999999998,173.423,177.229,171.488,181.095,180.761,184.2,182.22799999999998,183.016
CWUSA311SEHF02   ,CWUSA311SEHF02   ,"Utility (piped) gas service in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,93.8,94.8,95.8,101.4,100.5,122.4,135.1,108.4,110.0,113.7,134.8,128.1,141.4,148.3,150.6,188.3,181.8,153.8,168.00799999999995,157.974,185.765,192.68900000000002,150.486,137.844,141.888,144.673,134.07399999999998,134.632,130.406,126.53299999999999,131.998,124.039,140.205,126.01799999999999,127.139,113.98100000000001,113.29,122.639,135.39700000000002,134.174
CWUSA311SETB     ,CWUSA311SETB     ,"Motor fuel in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,91.4,87.5,86.7,103.0,122.6,129.8,130.2,114.1,109.1,120.1,133.3,132.1,148.5,159.5,170.5,208.7,218.8,210.7,218.045,235.611,279.893,255.273,171.114,211.959,229.64,230.252,294.339,289.553,305.597,300.366,302.66,292.118,299.306,270.431,210.291,200.988,178.101,192.37,203.76,212.894
CWUSA311SETB01   ,CWUSA311SETB01   ,"Gasoline (all types) in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,91.3,87.4,86.7,103.1,122.6,129.8,130.2,114.0,109.1,120.2,133.3,132.4,148.8,159.7,170.6,208.9,219.1,210.9,218.30900000000003,235.72799999999998,279.743,255.101,171.045,212.00400000000002,229.702,230.19099999999997,294.512,289.496,305.474,300.209,302.6690000000001,291.807,298.847,269.941,209.863,200.683,177.93,192.107,203.49599999999998,212.618
CWUSA311SS47014  ,CWUSA311SS47014  ,"Gasoline, unleaded regular in Washington-Baltimore, DC-MD-VA-WV, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,90.4,85.9,84.9,102.6,123.2,130.4,130.8,113.7,108.9,120.4,134.3,133.8,151.6,162.2,173.6,213.1,223.8,214.4,222.206,239.717,285.671,258.376,172.13,214.578,233.22,233.68900000000002,300.254,294.6690000000001,311.496,305.38,307.269,295.464,302.422,271.673,209.653,198.97099999999998,174.90599999999995,189.459,201.048,210.105
