index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2
CWUSA210SAF116   ,CWUSA210SAF116   ,"Alcoholic beverages in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.8,101.2,103.4,107.0,108.9,110.7,111.8,113.5,115.3,115.9,120.3,123.2,123.6,127.3,137.0,137.0,140.1,140.6,143.2,141.2,142.5,142.5,144.4,145.8,146.7,147.9,148.8,148.4,147.0,147.2,151.2,152.7,154.5,156.5,156.9,157.7,157.3,153.1,156.3,157.5,159.5,163.2,164.1,162.2,165.9,167.3,168.589,169.302,172.403,173.353,174.834,177.469,181.33,180.621,181.181,179.031,179.236,181.291,184.29,184.701,186.155,186.219,189.052,189.743,194.364,195.171,199.336,199.07
CWUSA210SAG      ,CWUSA210SAG      ,"Other goods and services in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,105.4,108.2,109.5,112.9,115.5,118.4,121.7,127.6,131.9,137.7,140.7,146.1,148.8,152.6,158.5,165.9,170.3,176.3,182.4,185.4,184.4,188.2,189.3,193.3,193.3,193.2,202.7,209.3,216.1,223.4,234.5,247.8,261.0,265.0,274.6,296.6,296.9,311.6,307.8,304.7,312.5,318.3,321.8,347.6,355.9,354.9,361.651,365.475,367.26,373.625,406.39,419.731,426.619,436.281,435.26,439.633,449.292,457.453,459.063,458.96,465.433,463.479,471.141,477.486,484.281,489.268,489.557,490.192
CWUSA210SAGC     ,CWUSA210SAGC     ,"Other goods in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.199,101.044,99.811,100.997,101.66,104.183,104.643,104.177,106.212,105.219,107.896,110.008,112.131,112.792,113.575,113.192
CWUSA210SAGS     ,CWUSA210SAGS     ,"Other personal services in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.169,104.185,105.737,106.456,111.162,112.132,112.381,113.043,113.765,114.128,114.577,115.108,115.758,117.615,116.72,117.586
CWUSA210SAH      ,CWUSA210SAH      ,"Housing in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.1,102.3,99.6,101.9,102.9,104.7,104.6,106.9,108.2,110.4,112.4,114.6,116.2,119.6,121.0,123.4,124.6,126.2,127.1,129.4,130.4,131.7,132.2,134.5,136.0,138.2,140.1,142.8,145.0,147.7,146.9,149.0,151.0,155.8,159.8,159.4,157.3,159.0,159.4,163.1,163.3,166.9,167.8,172.0,172.2,171.8,173.322,174.857,178.515,178.689,176.664,175.009,175.463,176.481,177.468,177.331,177.336,179.078,181.412,182.638,186.055,187.579,189.064,189.351,190.215,191.269,193.792,197.345
CWUSA210SAH1     ,CWUSA210SAH1     ,"Shelter in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,100.6,101.4,97.9,100.8,103.0,105.1,106.2,108.7,111.3,113.5,115.8,117.7,119.9,123.2,126.4,128.7,131.6,132.8,135.0,135.9,137.9,139.4,141.1,144.1,147.6,148.3,150.7,153.6,158.1,160.0,162.1,163.1,166.6,169.1,171.2,172.6,177.0,178.2,177.2,178.9,180.8,182.8,183.0,182.3,183.8,186.2,188.432,188.833,191.25,187.49,191.2,190.904,190.069,191.122,192.484,192.731,194.325,196.504,198.348,200.335,203.967,206.164,208.723,210.157,212.2,214.864,216.372,220.003
CWUSA210SAH2     ,CWUSA210SAH2     ,"Fuels and utilities in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.8,105.1,103.4,106.5,104.3,104.2,101.1,104.4,102.0,106.2,107.9,112.0,109.8,115.0,112.1,116.4,113.8,117.0,116.1,124.0,121.6,123.5,119.5,121.8,120.4,129.3,129.4,130.6,126.7,135.8,125.8,132.6,132.0,150.1,162.4,153.2,130.8,142.3,148.7,165.1,158.9,172.1,176.0,203.0,201.4,188.1,188.19,193.836,207.191,222.678,193.504,184.59,193.332,195.797,195.543,191.832,184.455,186.158,193.134,192.945,201.751,201.119,200.894,195.441,192.223,187.583,197.727,205.631
CWUSA210SAH21    ,CWUSA210SAH21    ,"Household energy in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.1,105.2,101.9,106.0,103.0,103.1,98.5,100.0,96.8,101.4,102.8,107.7,105.8,110.1,107.6,110.4,104.9,108.0,107.5,116.1,114.4,116.4,111.6,112.8,111.8,124.4,126.0,126.6,121.4,128.9,120.2,125.2,125.0,143.6,159.8,145.1,122.2,134.1,143.9,160.4,153.6,167.2,171.2,199.8,197.2,184.4,179.49,184.173,201.131,218.382,182.199,169.619,178.495,179.294,176.691,171.862,160.041,161.091,166.343,165.131,173.76,172.049,167.622,161.44,157.204,152.082,161.09,168.777
CWUSA210SAH3     ,CWUSA210SAH3     ,"Household furnishings and operations in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,103.0,103.8,103.6,103.6,105.4,108.8,109.3,109.7,110.7,110.8,112.7,113.6,117.5,119.3,120.1,120.7,120.1,121.3,119.8,120.8,122.7,122.6,124.2,124.0,121.9,122.2,124.8,128.4,127.1,125.5,123.7,123.6,124.0,122.1,123.9,127.9,121.8,117.8,116.7,116.2,116.0,115.1,116.9,117.7,115.6,115.9,116.09,116.414,117.993,120.775,121.87,119.575,117.281,117.149,117.799,119.059,119.943,119.753,119.328,117.419,116.844,116.899,115.547,116.416,115.014,113.193,113.497,112.225
CWUSA210SAH31    ,CWUSA210SAH31    ,"Household furnishings and supplies in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.453,98.22,98.784,99.341,100.117,99.836,99.559,97.277,96.808,96.693,95.552,96.31,94.6,92.628,92.864,91.12
CWUSA210SAM      ,CWUSA210SAM      ,"Medical care in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,106.7,107.6,110.3,112.6,119.6,123.7,127.1,128.7,132.1,136.0,140.2,144.1,150.3,158.9,166.3,171.1,174.8,176.5,182.5,185.6,190.9,193.8,198.4,200.0,206.0,207.1,208.3,209.8,209.5,212.8,218.4,223.2,228.9,230.9,234.4,236.9,238.7,242.7,251.9,,261.1,263.2,278.7,280.9,290.7,294.9,303.569,329.613,337.392,340.1,347.324,346.777,361.074,364.146,374.353,379.379,388.654,391.393,387.437,391.961,395.777,395.439,409.74,408.389,417.433,434.188,443.5,441.38
CWUSA210SAN      ,CWUSA210SAN      ,"Nondurables in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.1,103.0,104.0,105.1,102.6,102.2,105.3,109.2,109.7,111.6,116.9,119.3,124.2,127.9,129.8,131.2,131.7,132.4,133.6,136.2,136.6,140.2,140.8,141.0,144.0,146.6,147.0,147.8,148.7,150.6,152.6,157.6,161.6,164.5,166.4,167.0,165.9,166.7,169.1,169.8,175.8,177.7,183.1,188.9,191.5,188.8,194.89,201.877,212.856,212.303,202.107,209.834,215.029,217.58,230.956,234.924,240.944,241.114,242.362,239.716,243.484,241.181,233.368,231.7,229.792,230.33,233.251,234.326
CWUSA210SANL1    ,CWUSA210SANL1    ,"Nondurables less food in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.2,101.3,101.9,104.4,98.9,96.4,100.1,106.3,105.2,105.1,111.4,113.0,118.5,123.4,124.1,127.3,127.3,128.8,129.0,131.1,130.4,134.3,133.6,132.5,135.8,136.8,136.7,136.8,135.8,136.6,137.0,144.3,151.0,154.6,156.4,155.6,150.9,152.2,153.3,155.8,163.7,166.4,173.3,183.3,184.9,179.0,186.61,195.738,210.798,204.112,184.737,199.732,207.47,210.096,228.482,230.885,237.855,236.626,237.761,233.664,237.846,231.3,213.656,210.203,206.981,209.959,215.64,216.536
CWUSA210SANL11   ,CWUSA210SANL11   ,"Nondurables less food and beverages in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.2,101.4,101.8,104.3,98.2,95.5,99.4,106.1,104.7,104.6,111.1,112.5,118.4,123.4,123.5,126.9,126.7,128.3,128.2,130.7,129.8,134.1,133.2,131.7,135.3,136.4,136.1,136.2,135.2,136.2,136.2,144.0,150.9,154.7,156.5,155.6,150.7,152.3,153.3,155.8,164.3,166.9,174.3,185.3,186.8,180.3,188.427,198.324,214.412,207.077,185.983,202.024,210.046,212.807,231.946,234.526,241.941,240.521,241.557,237.192,241.679,234.634,215.462,211.699,207.97,211.152,216.972,217.978
CWUSA210SAR      ,CWUSA210SAR      ,"Recreation in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.9,100.5,101.1,99.1,99.3,100.7,101.1,101.2,99.4,99.3,99.1,100.1,102.9,101.3,102.1,103.5,103.2,103.2,105.461,106.888,107.779,110.96,112.947,114.459,113.161,112.428,110.54,109.654,110.561,112.846,114.39,116.048,115.96,117.042,117.215,117.906,115.257,119.883,119.786,121.288
CWUSA210SAS      ,CWUSA210SAS      ,"Services in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.7,104.1,102.9,105.9,108.0,110.1,110.2,112.9,114.9,117.8,120.6,123.2,125.0,129.2,131.5,134.2,135.9,137.2,139.1,141.5,143.4,145.3,147.3,150.1,152.6,155.7,158.9,162.0,164.4,167.4,167.7,170.1,172.5,177.3,181.8,182.7,182.1,185.3,187.2,192.1,193.7,197.6,199.7,204.1,205.6,205.6,208.079,210.934,214.925,215.849,215.271,215.596,217.482,219.268,220.916,221.498,222.42,224.845,227.627,230.385,233.404,235.004,237.537,238.562,240.309,242.213,244.657,248.188
CWUSA210SASL2RS  ,CWUSA210SASL2RS  ,"Services less rent of shelter in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1985-S01,2017-S03,,,101.3,104.1,106.3,108.2,107.5,110.4,111.6,114.9,118.0,121.2,122.2,126.9,128.5,131.3,131.7,132.9,134.3,137.9,139.6,141.9,144.0,146.5,147.8,152.9,156.7,159.8,159.6,163.6,162.1,165.3,166.6,173.6,180.1,180.6,174.6,180.2,184.6,192.3,194.0,199.4,204.0,213.7,214.9,211.9,214.477,219.64,225.58,232.538,227.038,228.139,233.136,235.763,237.629,238.532,238.895,241.448,245.103,248.283,250.701,251.244,253.568,253.968,255.101,255.659,259.127,262.105
CWUSA210SASL5    ,CWUSA210SASL5    ,"Services less medical care services in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,101.2,103.7,102.0,105.2,106.7,108.6,108.4,111.2,113.1,116.1,118.9,121.5,122.9,126.9,129.0,131.6,133.2,134.5,136.0,138.3,140.0,141.8,143.6,146.3,148.5,151.7,155.0,158.3,161.0,164.0,164.0,166.2,168.3,173.3,177.9,178.6,177.9,181.1,182.5,187.3,188.7,192.7,194.0,198.3,199.4,199.1,201.263,202.979,206.751,207.673,206.719,207.168,208.014,209.596,210.674,211.091,211.507,213.825,216.54,219.261,222.332,224.215,226.211,227.038,228.395,229.936,232.32,235.989
CWUSA210SAT      ,CWUSA210SAT      ,"Transportation in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.8,104.5,105.1,106.0,101.7,98.5,100.9,103.3,103.9,106.8,110.2,111.3,113.4,119.8,119.6,120.4,120.0,121.6,120.8,122.6,123.2,127.5,129.9,129.7,133.0,136.1,137.7,136.9,137.8,138.4,137.9,142.0,147.1,150.0,151.6,148.7,147.3,148.3,151.5,153.1,159.9,163.5,169.4,179.1,182.5,178.5,183.533,190.587,203.217,194.109,172.226,185.152,191.675,194.787,212.725,213.273,217.861,216.019,216.669,213.37,215.141,207.179,194.38,193.721,187.32,186.608,187.193,186.627
CWUSA210SAT1     ,CWUSA210SAT1     ,"Private transportation in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1984-S01,2017-S03,102.7,104.3,104.9,105.8,101.2,97.8,100.5,103.1,103.6,106.7,110.5,112.1,114.2,120.7,120.1,121.1,120.4,122.2,120.9,122.6,123.1,128.1,130.2,129.8,133.0,135.6,137.3,136.6,137.7,138.5,137.8,141.5,146.9,149.7,151.3,148.7,147.1,148.2,151.6,153.0,159.8,163.5,169.4,179.5,182.7,178.6,183.654,190.649,203.382,194.016,171.818,184.85,191.314,194.23,212.292,212.893,217.691,215.764,216.389,212.901,215.17,207.031,194.008,193.313,186.439,185.663,185.938,185.337
CWUSA210SATCLTB  ,CWUSA210SATCLTB  ,"Transportation commodities less motor fuel in Cleveland-Akron, OH, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2017-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.539,101.116,103.375,106.52,106.771,106.687,106.245,106.285,105.396,105.448,106.211,106.417,105.097,104.059,102.771,100.229
