index,Index,Label,unit,start,last,1984-S1,1984-S2,1985-S1,1985-S2,1986-S1,1986-S2,1987-S1,1987-S2,1988-S1,1988-S2,1989-S1,1989-S2,1990-S1,1990-S2,1991-S1,1991-S2,1992-S1,1992-S2,1993-S1,1993-S2,1994-S1,1994-S2,1995-S1,1995-S2,1996-S1,1996-S2,1997-S1,1997-S2,1998-S1,1998-S2,1999-S1,1999-S2,2000-S1,2000-S2,2001-S1,2001-S2,2002-S1,2002-S2,2003-S1,2003-S2,2004-S1,2004-S2,2005-S1,2005-S2,2006-S1,2006-S2,2007-S1,2007-S2,2008-S1,2008-S2,2009-S1,2009-S2,2010-S1,2010-S2,2011-S1,2011-S2,2012-S1,2012-S2,2013-S1,2013-S2,2014-S1,2014-S2,2015-S1,2015-S2,2016-S1,2016-S2,2017-S1,2017-S2,2018-S1,2018-S2,2019-S1,2019-S2,2020-S1,2020-S2,2021-S1,2021-S2
CWUS0000SEGC     ,CWUS0000SEGC     ,"Personal care services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263.385,267.345,270.476,274.403,279.91,288.781,295.607,302.988
CWUS0000SEGC01   ,CWUS0000SEGC01   ,"Haircuts and other personal care services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160.534,162.948,164.856,167.25,170.606,176.012,180.173,184.672
CWUS0000SEGD     ,CWUS0000SEGD     ,"Miscellaneous personal services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,436.116,444.565,448.508,453.008,458.501,458.579,461.029,475.168
CWUS0000SEGD01   ,CWUS0000SEGD01   ,"Legal services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.819,359.255,359.545,360.027,361.995,363.136,364.208,371.3
CWUS0000SEGD02   ,CWUS0000SEGD02   ,"Funeral expenses in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.993,342.816,345.899,349.266,351.92,353.49,357.28,360.349
CWUS0000SEGD03   ,CWUS0000SEGD03   ,"Laundry and dry cleaning services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.711,170.445,173.746,176.946,179.241,179.846,182.688,191.26
CWUS0000SEGD04   ,CWUS0000SEGD04   ,"Apparel services other than laundry and dry cleaning in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.785,194.047,199.364,204.481,211.372,214.589,215.34,219.71
CWUS0000SEGD05   ,CWUS0000SEGD05   ,"Financial services in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.101,385.8,386.305,388.797,394.55,390.378,386.532,398.767
CWUS0000SEGE     ,CWUS0000SEGE     ,"Miscellaneous personal goods in U.S. city average, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,2018-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.795,73.06,73.841,74.29,75.821,71.872,74.279,76.331
CWUSN000SAG      ,CWUSN000SAG      ,"Other goods and services in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1998-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.3,106.9,115.7,118.8,122.7,125.5,128.5,132.5,134.3,137.0,136.9,136.2,137.8,139.2,141.5,144.0,146.0,147.7,152.954,155.346,159.1,162.671,174.489,185.263,187.641,191.128,192.278,194.072,195.77,197.104,198.31,200.561,202.392,204.387,207.162,208.931,211.651,214.502,218.049,220.596,223.366,225.02,227.614,231.477,235.874,238.536,243.239,248.401
CWUSN000SAGC     ,CWUSN000SAGC     ,"Other goods in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.388,102.685,103.26,104.268,105.033,105.655,105.964,107.486,108.279,109.406,110.69,111.504,112.93,113.599,116.028,117.789,119.021,119.159,121.055,123.336,125.561,126.808,130.188,132.517
CWUSN000SAGS     ,CWUSN000SAGS     ,"Other personal services in Size Class B/C, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.621,101.713,102.403,103.279,104.408,105.266,106.44,107.146,108.472,109.435,111.277,112.458,113.858,116.54,117.725,118.554,120.506,122.637,123.181,124.892,127.467,129.182,130.296,133.767
CWUSS000SAG      ,CWUSS000SAG      ,"Other goods and services in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 1986.12=100,1987-S01,2021-S03,,,,,,,101.6,105.0,108.5,112.6,117.3,122.4,126.5,132.1,136.7,142.1,146.5,151.6,156.6,157.0,158.5,162.0,164.0,168.0,170.3,173.1,176.8,181.7,186.8,192.7,205.6,211.5,217.8,221.7,226.0,232.7,237.0,243.0,244.0,247.0,249.1,252.5,256.8,260.0,263.4,266.0,272.068,274.705,280.928,286.191,298.249,307.917,311.421,315.953,317.552,319.648,322.498,326.61,329.466,332.878,336.216,338.294,340.362,345.058,347.064,350.651,354.849,359.781,364.401,368.701,373.266,378.136,380.746,384.178,391.252,401.041
CWUSS000SAGC     ,CWUSS000SAGC     ,"Other goods in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.018,102.156,102.402,102.788,103.615,104.799,105.398,106.827,108.129,108.563,108.847,109.681,109.867,110.699,111.918,113.941,114.695,115.321,116.269,118.238,118.705,118.999,120.985,123.517
CWUSS000SAGS     ,CWUSS000SAGS     ,"Other personal services in Size Class A, urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2010-S01,2021-S03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.878,101.556,102.383,103.395,104.445,105.911,107.206,107.924,108.758,109.684,110.766,113.018,114.207,115.752,117.265,118.334,120.501,122.623,124.604,125.794,127.032,129.107,131.731,135.619
