index,Index,Label,unit,start,last,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
CWURD000SACE     ,CWURD000SACE     ,"Energy commodities in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,51.9,68.9,95.6,108.1,103.3,99.1,97.6,96.8,75.4,78.0,77.6,86.3,98.4,96.1,93.7,93.2,93.0,95.8,103.5,103.5,88.4,96.9,124.5,120.6,110.4,128.7,153.3,191.3,215.7,230.882,270.637,193.72099999999998,229.601,289.89,296.306,288.063,279.942,200.63400000000001,180.53900000000002,204.56400000000002
CWURD000SACL1    ,CWURD000SACL1    ,"Commodities less food in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,67.2,74.6,84.1,92.0,96.8,100.1,103.2,105.6,101.5,103.5,107.5,112.2,117.9,121.3,123.7,126.0,127.4,131.1,134.1,134.7,133.1,136.3,141.7,141.1,137.5,137.9,140.6,149.7,153.7,155.542,162.07399999999996,151.577,160.695,172.87,175.77900000000002,174.832,174.168,161.167,157.05700000000004,159.546
CWURD000SACL11   ,CWURD000SACL11   ,"Commodities less food and beverages in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,67.0,74.6,84.1,92.0,96.8,100.0,103.1,105.5,101.2,103.3,107.4,112.1,117.8,120.8,123.1,125.3,126.7,130.4,133.3,133.8,132.2,135.3,140.7,140.0,136.2,136.5,139.2,148.4,152.4,154.113,160.565,149.70600000000005,158.905,171.2,174.042,173.017,172.36,158.993,154.665,157.02100000000004
CWURD000SACL1E   ,CWURD000SACL1E   ,"Commodities less food and energy commodities in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,70.4,75.8,81.7,88.6,95.5,100.2,104.3,107.4,108.1,110.4,115.4,119.1,123.3,128.1,131.8,134.7,136.5,140.4,142.3,143.1,144.3,146.5,147.7,147.7,145.3,142.2,140.1,143.0,143.2,142.554,142.692,145.205,149.076,151.595,153.36,154.05700000000004,155.237,155.786,155.07,153.648
CWURD000SAD      ,CWURD000SAD      ,"Durables in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,69.0,75.2,80.9,88.0,95.7,99.8,104.5,106.8,106.1,108.1,111.0,112.8,113.9,115.5,118.2,121.0,124.7,130.1,131.5,130.2,128.7,127.6,127.9,126.2,122.1,118.3,115.2,117.7,116.7,114.72399999999999,113.79899999999999,112.13799999999999,115.51100000000001,118.083,119.07600000000001,119.374,118.97200000000001,118.43299999999999,116.041,113.647
CWURD000SAE      ,CWURD000SAE      ,"Education and communication in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,100.5,101.0,102.4,105.7,109.5,111.1,113.0,114.2,117.9,121.353,124.58200000000001,127.5,129.284,131.636,134.767,136.048,136.832,137.256,137.566,133.134
CWURD000SAEC     ,CWURD000SAEC     ,"Education and communication commodities in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.80799999999999,96.639,93.686,91.898,91.57799999999999,90.014,87.71700000000001,86.814
CWURD000SAES     ,CWURD000SAES     ,"Education and communication services in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.78399999999999,103.05,106.094,107.427,108.14399999999999,108.693,109.227,105.492
CWURD000SAF      ,CWURD000SAF      ,"Food and beverages in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,71.1,79.0,86.1,93.1,96.8,99.4,103.8,105.6,108.1,112.2,116.5,122.8,129.7,133.5,134.2,137.0,140.1,142.9,148.6,152.9,155.8,159.0,164.2,168.1,170.9,175.5,182.4,187.3,191.6,199.963,212.054,216.644,217.283,225.838,232.47799999999998,236.322,242.62099999999998,247.669,247.959,250.11599999999999
CWURD000SAF1     ,CWURD000SAF1     ,"Food in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,71.2,79.1,86.1,93.3,96.9,99.4,103.8,105.5,108.0,112.2,116.7,123.1,130.1,133.1,133.6,136.3,139.4,142.3,148.0,152.4,155.4,158.6,163.8,167.6,170.3,174.9,181.8,186.8,191.1,199.61599999999999,211.87099999999998,216.297,216.715,225.523,232.21200000000002,236.082,242.771,247.955,247.93599999999998,249.708
CWURD000SAF11    ,CWURD000SAF11    ,"Food at home in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,73.6,81.7,88.1,94.7,97.8,99.1,103.1,103.7,105.9,110.2,114.3,121.4,128.8,131.4,131.0,133.7,136.8,139.7,146.0,150.1,153.0,156.2,161.0,165.3,166.9,171.2,178.5,182.0,184.6,194.07299999999998,207.53900000000002,208.834,209.217,219.593,225.611,227.80200000000002,234.53900000000002,238.09799999999998,233.78599999999997,232.88400000000001
CWURD000SAF116   ,CWURD000SAF116   ,"Alcoholic beverages in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,71.0,77.7,84.4,90.4,95.3,100.6,104.1,107.3,110.5,112.1,115.0,118.6,124.6,138.2,142.0,146.3,149.3,151.3,156.7,160.0,160.5,163.9,169.9,175.5,178.8,184.3,190.1,193.4,198.3,204.357,213.775,220.83900000000003,225.225,229.41400000000002,235.109,238.40200000000002,238.18099999999998,241.037,246.22099999999998,254.477
CWURD000SAG      ,CWURD000SAG      ,"Other goods and services in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,63.3,68.5,74.9,81.9,91.4,101.5,107.1,112.6,119.0,125.2,134.1,144.1,155.4,168.5,179.2,188.4,190.6,199.5,208.9,219.7,238.3,268.1,282.6,296.0,308.0,314.1,319.8,330.8,342.8,355.025,371.51599999999996,416.816,442.582,454.84,467.473,478.371,488.39,499.121,518.585,528.939
CWURD000SAGC     ,CWURD000SAGC     ,"Other goods in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.89399999999999,104.459,107.04,108.795,110.99,113.444,117.25200000000001,118.819
CWURD000SAGS     ,CWURD000SAGS     ,"Other personal services in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.552,104.836,108.21799999999999,111.90100000000001,114.36200000000001,116.846,122.581,126.499
CWURD000SAH      ,CWURD000SAH      ,"Housing in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,62.4,69.7,79.0,87.6,97.6,99.6,102.7,108.2,110.2,111.9,115.0,117.9,123.2,127.1,129.9,133.6,137.9,142.8,148.4,151.3,153.8,156.0,159.7,164.1,166.3,169.0,171.4,176.8,184.0,189.051,196.688,198.64700000000002,198.285,200.59799999999998,204.766,208.136,213.52599999999998,218.96599999999998,223.953,229.34799999999998
CWURD000SAH1     ,CWURD000SAH1     ,"Shelter in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,59.6,67.8,78.0,86.7,98.4,99.2,102.4,110.0,115.0,118.2,122.3,126.9,133.2,138.2,142.0,147.7,153.6,161.4,168.1,172.3,176.0,179.8,183.5,187.7,192.1,194.9,196.6,200.8,207.7,214.265,220.90099999999998,224.61,224.34599999999998,226.495,232.602,236.03599999999997,242.68200000000002,251.773,260.638,268.194
CWURD000SAH2     ,CWURD000SAH2     ,"Fuels and utilities in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,61.6,67.4,76.0,86.1,94.4,100.8,104.8,107.3,104.0,103.6,104.6,106.2,111.4,114.6,116.7,118.9,121.7,122.4,127.6,129.3,132.3,133.3,140.5,150.3,149.4,157.0,163.3,176.9,192.1,197.912,216.38299999999998,212.56,213.546,220.862,222.019,228.359,236.488,235.763,234.31599999999997,239.16400000000002
CWURD000SAH21    ,CWURD000SAH21    ,"Household energy in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,57.2,65.1,76.2,87.4,94.6,101.6,103.8,103.7,97.1,96.4,96.9,96.7,100.1,101.1,102.7,104.0,105.4,104.9,108.4,109.5,109.6,109.5,116.5,126.1,124.1,131.2,136.5,149.4,164.1,168.618,185.108,178.19799999999995,177.625,183.794,183.12400000000002,186.90900000000002,193.873,191.368,188.045,191.78400000000002
CWURD000SAH3     ,CWURD000SAH3     ,"Household furnishings and operations in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,74.2,79.5,85.9,92.3,98.1,100.3,101.6,103.3,104.9,105.8,108.7,109.3,111.8,114.0,115.0,115.4,117.2,120.1,123.2,124.8,123.3,122.2,122.0,121.1,119.4,116.6,117.9,119.1,119.5,118.93299999999999,121.507,122.85799999999999,120.863,119.609,120.446,121.18700000000001,120.325,119.611,117.615,116.49
CWURD000SAH31    ,CWURD000SAH31    ,"Household furnishings and supplies in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.473,97.29899999999999,97.882,98.478,97.524,96.306,93.98100000000001,92.84
CWURD000SAM      ,CWURD000SAM      ,"Medical care in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,61.2,67.5,75.4,83.0,92.4,100.8,106.8,112.3,121.0,129.5,136.6,146.4,160.1,173.0,184.4,194.2,203.8,214.0,220.9,227.1,234.5,242.9,249.3,260.6,274.0,285.0,299.2,314.6,326.9,340.561,351.967,362.384,372.952,383.936,399.006,412.296,424.219,437.42800000000005,455.13,461.805
CWURD000SAM1     ,CWURD000SAM1     ,"Medical care commodities in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,65.2,69.6,76.3,84.5,92.4,100.3,107.3,115.3,122.2,128.5,137.8,147.3,158.6,174.9,184.7,192.9,198.7,202.9,208.7,213.5,218.9,228.7,233.0,242.2,249.4,251.9,258.8,266.8,276.1,278.955,287.44,296.51,304.376,314.142,315.26,309.228,325.214,340.5,349.86800000000005,360.82199999999995
CWURD000SAM2     ,CWURD000SAM2     ,"Medical care services in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,60.5,67.1,75.2,82.8,92.4,100.9,106.7,111.8,120.8,129.7,136.3,146.1,160.5,172.5,184.3,194.5,205.1,216.7,223.9,230.4,238.4,246.4,253.3,265.2,280.7,294.3,310.8,328.6,341.9,359.088,371.67900000000003,382.445,393.92,405.20300000000003,425.18199999999996,445.366,455.205,467.25699999999995,487.895,492.74699999999996
CWURD000SAN      ,CWURD000SAN      ,"Nondurables in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,68.0,76.5,87.2,95.1,97.6,99.8,102.6,104.5,102.3,105.5,110.1,116.6,124.6,128.5,129.9,132.2,133.5,136.1,141.0,144.1,144.5,150.0,158.0,160.0,159.9,164.8,172.9,184.2,191.5,198.84,212.75599999999997,202.51,211.787,228.9,234.38400000000001,234.71400000000003,237.062,224.518,221.45,227.291
CWURD000SANL1    ,CWURD000SANL1    ,"Nondurables less food in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,64.9,73.9,88.1,96.9,98.2,100.2,101.5,103.6,97.0,99.0,103.8,110.3,119.1,123.7,125.9,127.8,127.6,130.0,134.0,136.0,134.2,141.6,151.8,152.4,149.7,154.8,163.7,179.5,189.1,195.303,210.347,189.825,205.22099999999998,227.894,232.438,230.30599999999998,229.578,203.55700000000002,198.206,207.136
CWURD000SANL11   ,CWURD000SANL11   ,"Nondurables less food and beverages in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,64.6,73.7,88.3,97.2,98.4,100.2,101.4,103.4,96.3,98.4,103.3,110.0,119.0,123.1,125.2,126.9,126.5,128.9,132.8,134.8,132.9,140.4,150.6,151.0,148.3,153.3,162.4,178.7,188.7,194.905,210.263,188.391,204.31,227.771,232.236,229.899,229.209,201.703,195.813,204.78
CWURD000SANL113  ,CWURD000SANL113  ,"Nondurables less food, beverages, and apparel in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,59.2,70.4,87.4,97.5,98.6,100.2,101.3,102.9,94.0,97.5,101.7,110.0,120.0,123.5,125.0,126.5,125.9,128.8,134.9,137.6,134.5,145.9,162.4,163.6,162.1,172.0,187.5,210.6,226.1,236.229,261.781,227.75799999999998,251.908,286.439,292.176,288.01599999999996,285.597,244.38099999999997,235.828,249.972
CWURD000SANL13   ,CWURD000SANL13   ,"Nondurables less food and apparel in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,59.9,70.8,87.2,97.1,98.4,100.2,101.4,103.2,95.0,98.3,102.3,110.1,119.7,124.2,125.8,127.5,127.3,130.1,136.1,138.8,135.9,146.9,162.9,164.3,163.0,172.5,187.3,209.0,223.5,233.342,257.623,226.53799999999998,249.295,281.862,287.627,283.89799999999997,281.498,243.543,235.993,249.673
CWURD000SAR      ,CWURD000SAR      ,"Recreation in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1997.12=100,1997-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,102.7,103.7,103.0,104.6,105.6,105.5,105.7,106.6,108.5,109.63600000000001,111.48299999999999,112.385,111.712,110.656,112.249,113.06299999999999,113.861,114.62100000000001,116.779,118.163
CWURD000SARC     ,CWURD000SARC     ,"Recreation commodities in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.83200000000001,99.88799999999999,99.41799999999999,97.91799999999999,96.708,95.654,93.279,90.131
CWURD000SARS     ,CWURD000SARS     ,"Recreation services in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.561,96.588,99.635,102.25399999999999,104.426,106.31700000000001,111.227,115.491
CWURD000SAS      ,CWURD000SAS      ,"Services in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,59.9,66.7,76.0,85.7,96.4,99.5,104.0,110.0,114.5,118.3,122.5,127.4,134.8,141.3,146.1,151.9,157.9,164.9,171.4,175.9,180.6,184.4,189.2,196.2,201.9,207.2,211.1,217.9,227.1,234.794,243.984,248.81799999999998,250.947,254.738,262.16900000000004,267.997,275.009,282.181,290.265,296.58799999999997
CWURD000SAS2RS   ,CWURD000SAS2RS   ,"Rent of shelter in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1984-M12,2017-M13,,,,,,,,102.6,107.3,110.2,114.1,118.4,124.4,129.0,132.5,137.9,143.4,150.8,157.0,161.0,164.6,168.1,171.5,175.4,179.5,182.0,183.5,187.5,194.1,200.273,206.50099999999998,210.03099999999998,209.545,211.56799999999998,217.21400000000003,220.345,226.517,234.90200000000002,243.235,250.32299999999998
CWURD000SAS367   ,CWURD000SAS367   ,"Other services in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,67.1,73.2,79.9,86.2,94.5,100.3,105.2,109.1,114.2,119.4,124.3,131.0,140.5,150.4,159.5,167.5,174.8,184.5,194.3,203.2,213.7,218.8,223.7,233.0,241.8,247.8,252.8,258.8,268.8,276.63599999999997,286.01099999999997,292.875,295.9170000000001,298.962,307.97,313.969,318.003,321.442,328.8640000000001,327.974
CWURD000SAS4     ,CWURD000SAS4     ,"Transportation services in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,66.2,71.8,81.7,91.1,96.9,98.9,104.2,108.1,111.5,117.1,123.4,130.2,139.7,146.9,149.6,156.0,162.5,170.8,175.1,179.1,180.6,184.3,189.1,197.3,207.1,215.3,216.8,222.4,230.5,240.463,249.352,260.96299999999997,273.21,279.11,291.366,300.525,313.442,320.995,329.798,348.24800000000016
CWURD000SASL2RS  ,CWURD000SASL2RS  ,"Services less rent of shelter in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1984-M12,2017-M13,,,,,,,,101.8,105.7,109.7,113.5,118.2,125.9,132.8,138.0,143.5,149.1,154.9,160.9,165.1,170.1,173.7,179.0,187.7,194.2,201.4,206.9,215.5,226.0,233.912,244.922,250.43200000000002,255.18,260.316,268.513,276.448,283.20799999999997,287.785,294.194,298.509
CWURD000SASL5    ,CWURD000SASL5    ,"Services less medical care services in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,59.8,66.7,76.2,86.0,97.0,99.4,103.7,109.8,113.6,116.8,120.6,125.0,131.7,137.5,141.6,146.9,152.5,158.9,165.4,169.6,174.0,177.4,181.9,188.5,193.5,198.1,201.1,207.2,215.9,222.87099999999998,231.671,236.06599999999997,237.622,240.917,247.447,252.28799999999998,258.998,265.741,272.843,279.197
CWURD000SASLE    ,CWURD000SASLE    ,"Services less energy services in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,59.9,66.9,76.5,86.1,96.9,99.2,103.9,110.4,115.8,120.0,124.6,130.2,138.3,145.4,150.5,156.9,163.4,171.4,178.4,183.2,188.4,192.9,197.2,203.6,210.5,215.4,219.0,224.9,233.0,241.041,249.201,255.243,257.966,261.48900000000003,269.937,275.91700000000003,282.921,291.125,300.815,307.535
CWURD000SAT      ,CWURD000SAT      ,"Transportation in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,61.3,70.0,82.0,92.8,96.7,99.3,104.1,105.9,100.4,104.1,107.4,113.4,119.9,122.6,124.4,128.0,132.0,138.5,142.5,142.5,138.6,141.4,150.7,150.9,147.9,151.9,156.9,171.0,178.2,182.495,193.61900000000003,172.672,189.393,210.736,217.41299999999998,217.174,216.45,194.215,188.433,195.386
CWURD000SAT1     ,CWURD000SAT1     ,"Private transportation in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,61.8,70.6,82.6,93.1,96.8,99.3,104.0,105.6,99.6,103.2,106.2,112.0,118.2,120.6,122.5,125.6,129.6,136.2,140.2,140.0,136.2,139.0,148.1,148.4,145.5,149.5,154.6,168.6,175.6,179.838,190.69299999999998,169.81599999999997,186.395,207.53799999999998,214.31900000000002,214.037,213.433,191.172,185.41099999999997,192.458
CWURD000SATCLTB  ,CWURD000SATCLTB  ,"Transportation commodities less motor fuel in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 2009.12=100,2009-M12,2017-M13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.557,105.42200000000001,107.42,108.682,109.18799999999999,109.78,108.705,106.456
CWURD000SEFV     ,CWURD000SEFV     ,"Food away from home in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,65.6,73.6,81.9,90.2,95.0,100.0,105.0,109.6,112.8,116.8,121.9,127.0,132.8,136.9,139.6,142.0,145.1,148.0,152.5,157.3,160.8,164.0,170.0,172.7,177.6,182.4,189.0,196.3,203.0,210.33700000000002,220.863,230.207,230.58700000000002,236.826,244.91,251.919,258.437,266.811,275.195,282.157
CWURD000SEHA     ,CWURD000SEHA     ,"Rent of primary residence in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1982-84=100,1977-M12,2017-M13,71.7,76.9,82.3,89.3,95.7,100.0,104.4,109.7,114.9,117.4,120.6,124.1,127.9,132.4,135.5,140.3,145.2,150.7,155.4,158.9,161.8,165.5,168.9,173.1,176.7,180.0,183.1,187.8,194.4,200.821,206.517,211.861,213.424,216.926,223.60299999999998,225.986,232.513,243.229,252.81400000000002,259.839
CWURD000SEHC     ,CWURD000SEHC     ,"Owners' equivalent rent of residences in Size Class D (under 50,000), urban wage earners and clerical workers, not seasonally adjusted",Index base: 1984.12=100,1984-M12,2017-M13,,,,,,,,102.4,107.0,110.1,114.4,119.1,125.4,129.7,133.1,138.7,144.8,152.7,159.5,163.5,167.3,170.9,174.5,178.7,183.6,185.5,187.3,191.1,197.4,203.11,209.231,212.989,212.57299999999998,214.11700000000002,219.425,222.69400000000002,228.604,236.05,243.822,251.362
