"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-11",101.2541,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1963-12",101.4273,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-01",101.5669,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-02",101.6116,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-03",101.604,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-04",101.6027,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-05",101.6466,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-06",101.7126,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-07",101.7632,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-08",101.7708,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-09",101.7587,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-10",101.7629,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-11",101.8139,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1964-12",101.9024,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-01",102.0189,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-02",102.1563,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-03",102.2845,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-04",102.3604,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-05",102.3466,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-06",102.2834,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-07",102.2157,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-08",102.1694,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-09",102.1328,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-10",102.0808,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-11",101.9899,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1965-12",101.8689,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-01",101.7238,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-02",101.5531,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-03",101.3675,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-04",101.1742,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-05",100.9759,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-06",100.7783,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-07",100.5928,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-08",100.4398,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-09",100.3385,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-10",100.3345,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-11",100.4759,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1966-12",100.6907,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-01",100.8978,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-02",101.0426,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-03",101.1417,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-04",101.2159,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-05",101.2694,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-06",101.2931,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-07",101.2592,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-08",101.1453,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-09",101.0154,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-10",100.9565,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-11",101.0307,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1967-12",101.1567,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-01",101.2216,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-02",101.1416,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-03",100.9829,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-04",100.8342,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-05",100.7571,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-06",100.727,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-07",100.7097,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-08",100.6925,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-09",100.7005,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-10",100.7838,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-11",100.9796,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1968-12",101.1981,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-01",101.3083,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-02",101.2015,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-03",100.9627,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-04",100.6869,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-05",100.4276,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-06",100.1823,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-07",99.9308,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-08",99.65952,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-09",99.39207,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-10",99.17011,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-11",99.0306,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1969-12",98.93733,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-01",98.85114,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-02",98.75386,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-03",98.66518,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-04",98.62294,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-05",98.65478,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-06",98.70338,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-07",98.69003,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-08",98.56125,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-09",98.39754,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-10",98.31683,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-11",98.41282,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1970-12",98.61043,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-01",98.81673,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-02",98.97041,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-03",99.08237,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-04",99.17316,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-05",99.25188,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-06",99.31647,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-07",99.35728,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-08",99.37482,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-09",99.42132,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-10",99.57883,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-11",99.90835,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1971-12",100.2881,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-01",100.5517,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-02",100.577,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-03",100.4897,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-04",100.4567,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-05",100.5908,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-06",100.8024,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-07",100.9506,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-08",100.9183,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-09",100.7498,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-10",100.4877,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-11",100.1469,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1972-12",99.78143,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-01",99.44406,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-02",99.17039,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-03",98.93494,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-04",98.71248,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-05",98.50117,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-06",98.33268,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-07",98.26686,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-08",98.34354,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-09",98.43174,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-10",98.34793,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-11",97.96287,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1973-12",97.48035,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-01",97.18535,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-02",97.28953,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-03",97.58927,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-04",97.80784,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-05",97.74191,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-06",97.48936,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-07",97.18154,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-08",96.90212,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-09",96.66132,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-10",96.46298,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-11",96.333,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1974-12",96.3054,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-01",96.46996,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-02",96.91747,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-03",97.4929,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-04",98.00645,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-05",98.3168,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-06",98.47618,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-07",98.54571,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-08",98.56167,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-09",98.59164,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-10",98.71419,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-11",98.9846,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1975-12",99.30795,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-01",99.55873,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-02",99.64745,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-03",99.65985,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-04",99.71183,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-05",99.88073,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-06",100.097,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-07",100.2528,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-08",100.2625,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-09",100.1851,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-10",100.0967,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-11",100.0513,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1976-12",100.0521,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-01",100.1013,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-02",100.2036,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-03",100.3214,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-04",100.4066,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-05",100.4177,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-06",100.3681,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-07",100.2638,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-08",100.1004,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-09",99.9156,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-10",99.7534,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-11",99.64942,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1977-12",99.59386,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-01",99.55743,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-02",99.469,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-03",99.31693,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-04",99.31555,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-05",99.34222,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-06",99.30274,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-07",99.27366,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-08",99.16474,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-09",99.0601,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-10",98.80705,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-11",98.38084,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1978-12",97.99461,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-01",97.96667,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-02",97.94978,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-03",97.73904,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-04",97.52277,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-05",97.37831,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-06",97.17625,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-07",96.99796,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-08",97.03857,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-09",97.08333,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-10",97.00002,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-11",96.98012,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1979-12",97.02416,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-01",97.11761,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-02",96.88789,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-03",96.29082,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-04",95.82738,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-05",95.78885,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-06",96.22621,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-07",96.85876,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-08",97.54666,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-09",98.12639,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-10",98.3728,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-11",98.25138,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1980-12",97.84081,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-01",97.67538,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-02",97.56966,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-03",97.68081,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-04",98.02944,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-05",98.33638,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-06",98.44102,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-07",98.50138,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-08",98.4735,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-09",98.18104,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-10",97.74613,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-11",97.34892,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1981-12",97.29842,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-01",97.41582,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-02",97.3189,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-03",97.17571,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-04",97.21641,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-05",97.29153,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-06",97.28625,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-07",97.30527,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-08",97.44411,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-09",97.73105,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-10",97.98831,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-11",98.05213,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1982-12",98.04842,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-01",98.16,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-02",98.6043,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-03",99.32674,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-04",100.1025,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-05",100.62,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-06",100.7839,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-07",100.7441,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-08",100.5884,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-09",100.4603,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-10",100.4677,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-11",100.6814,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1983-12",101.0494,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-01",101.4171,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-02",101.5624,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-03",101.5952,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-04",101.4604,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-05",101.3742,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-06",101.3206,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-07",101.3989,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-08",101.5384,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-09",101.5633,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-10",101.3785,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-11",101.1784,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1984-12",101.0337,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-01",101.0136,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-02",100.9664,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-03",100.9428,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-04",100.9439,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-05",100.9451,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-06",101.0114,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-07",100.933,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-08",100.7695,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-09",100.6033,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-10",100.4954,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-11",100.6122,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1985-12",100.8527,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-01",101.0566,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-02",101.1537,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-03",101.1813,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-04",101.2257,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-05",101.2908,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-06",101.3967,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-07",101.3326,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-08",101.1357,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-09",100.9478,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-10",100.8474,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-11",100.6486,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1986-12",100.4817,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-01",100.4464,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-02",100.4795,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-03",100.5594,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-04",100.6468,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-05",100.6829,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-06",100.762,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-07",100.8745,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-08",100.8797,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-09",100.6791,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-10",100.3025,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-11",100.0047,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1987-12",100.0829,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-01",100.3682,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-02",100.6293,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-03",100.8063,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-04",100.8538,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-05",100.9543,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-06",101.0283,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-07",101.1021,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-08",101.2204,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-09",101.2038,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-10",101.0503,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-11",100.9392,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1988-12",100.9683,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-01",101.1221,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-02",101.1001,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-03",100.942,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-04",100.7259,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-05",100.5824,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-06",100.5472,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-07",100.6008,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-08",100.6902,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-09",100.8574,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-10",100.8386,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-11",100.702,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1989-12",100.6203,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-01",100.6175,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-02",100.5976,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-03",100.6735,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-04",100.7312,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-05",100.5883,
"USA","CCI","AMPLITUD","LTRENDIDX","M","1990-06",100.2741,
